0
{'IdSession': 935895, 'IdPSX': 1, 'IdSubscriber': 32079, 'StartSession': '23-01-2025 08:55:44', 'EndSession': '23-01-2025 10:50:48', 'Duration': 6904, 'UpTx': 262202396, 'DownTx': 700656220}
{'IdSession': 665778, 'IdPSX': 0, 'IdSubscriber': 86950, 'StartSession': '01/12/2024 18:13:02', 'EndSession': '02/12/2024 13:00:57', 'Duration': 67675, 'UpTx': 1535030608, 'DownTx': 9546262223}
{'IdSession': 98162, 'IdPSX': 0, 'IdSubscriber': 71022, 'StartSession': '04/02/2025 04:46:19', 'EndSession': '04/02/2025 17:02:27', 'Duration': 44168, 'UpTx': 5011192188, 'DownTx': 2058659750}
{'IdSession': 202284, 'IdPSX': 2, 'IdSubscriber': 71022, 'StartSession': '2025-04-08 23:44:59', 'EndSession': '2025-04-09 12:10:41', 'Duration': 44742, 'UpTx': 6309800320, 'DownTx': 208262717}
{'IdSession': 25097, 'IdPSX': 3, 'IdSubscriber': 71022, 'StartSession': '03/14/2025 20:46:39', 'EndSession': '03/15/2025 09:11:43', 'Duration': 44704, 'UpTx': 75205784, 'DownTx': 152174506}
{'IdSession': 954112, 'IdPSX': 0, 'IdSubscriber': 71022, 'StartSession': '02/09/2024 04:24:31', 'EndSession': '02/09/2024 21:56:13', 'Duration': 63102, 'UpTx': 9819348949, 'DownTx': 9844640767}
{'IdSession': 181191, 'IdPSX': 2, 'IdSubscriber': 71022, 'StartSession': '2024-11-03 21:07:16', 'EndSession': '2024-11-04 15:56:44', 'Duration': 67768, 'UpTx': 6032851332, 'DownTx': 1109537685}
{'IdSession': 898272, 'IdPSX': 0, 'IdSubscriber': 54216, 'StartSession': '30/06/2024 15:52:25', 'EndSession': '01/07/2024 14:04:05', 'Duration': 79900, 'UpTx': 683549302, 'DownTx': 2510993377}
{'IdSession': 245444, 'IdPSX': 2, 'IdSubscriber': 54216, 'StartSession': '2025-02-27 04:30:02', 'EndSession': '2025-02-27 09:43:26', 'Duration': 18804, 'UpTx': 8417277368, 'DownTx': 9957869756}
{'IdSession': 275046, 'IdPSX': 0, 'IdSubscriber': 54216, 'StartSession': '02/12/2024 11:21:43', 'EndSession': '03/12/2024 10:02:13', 'Duration': 81630, 'UpTx': 5917825754, 'DownTx': 9028981357}
{'IdSession': 292217, 'IdPSX': 2, 'IdSubscriber': 54216, 'StartSession': '2025-03-30 14:12:39', 'EndSession': '2025-03-31 06:22:14', 'Duration': 58175, 'UpTx': 4188504707, 'DownTx': 8460443544}
{'IdSession': 696319, 'IdPSX': 2, 'IdSubscriber': 54216, 'StartSession': '2025-01-31 00:23:40', 'EndSession': '2025-01-31 23:31:27', 'Duration': 83267, 'UpTx': 3455345676, 'DownTx': 5517284709}
{'IdSession': 686383, 'IdPSX': 1, 'IdSubscriber': 13645, 'StartSession': '21-07-2024 13:02:15', 'EndSession': '22-07-2024 08:08:05', 'Duration': 68750, 'UpTx': 688189804, 'DownTx': 784775823}
{'IdSession': 846671, 'IdPSX': 3, 'IdSubscriber': 13645, 'StartSession': '12/16/2024 19:29:40', 'EndSession': '12/17/2024 09:50:06', 'Duration': 51626, 'UpTx': 363856372, 'DownTx': 189728079}
{'IdSession': 910941, 'IdPSX': 0, 'IdSubscriber': 13645, 'StartSession': '18/10/2024 11:03:19', 'EndSession': '18/10/2024 15:42:31', 'Duration': 16752, 'UpTx': 8595558933, 'DownTx': 2213812112}
{'IdSession': 177928, 'IdPSX': 1, 'IdSubscriber': 13645, 'StartSession': '27-01-2025 16:49:11', 'EndSession': '28-01-2025 02:55:38', 'Duration': 36387, 'UpTx': 698712907, 'DownTx': 24018469}
{'IdSession': 321692, 'IdPSX': 1, 'IdSubscriber': 13645, 'StartSession': '01-03-2025 22:05:14', 'EndSession': '', 'Duration': 73037, 'UpTx': 344763391, 'DownTx': 595495178}
{'IdSession': 457075, 'IdPSX': 0, 'IdSubscriber': 92459, 'StartSession': '30/11/2024 12:18:42', 'EndSession': '01/12/2024 01:32:00', 'Duration': 47598, 'UpTx': 915630430, 'DownTx': 459304298}
{'IdSession': 156093, 'IdPSX': 2, 'IdSubscriber': 92459, 'StartSession': '2024-12-21 16:54:27', 'EndSession': '2024-12-21 22:27:32', 'Duration': 19985, 'UpTx': 1265268575, 'DownTx': 3478101695}
{'IdSession': 329257, 'IdPSX': 3, 'IdSubscriber': 92459, 'StartSession': '03/08/2025 20:21:49', 'EndSession': '03/09/2025 03:42:49', 'Duration': 26460, 'UpTx': 212886427, 'DownTx': 944801564}
{'IdSession': 863449, 'IdPSX': 0, 'IdSubscriber': 92459, 'StartSession': '13/12/2024 19:55:11', 'EndSession': '14/12/2024 09:04:03', 'Duration': 47332, 'UpTx': 685711348, 'DownTx': 392523326}
{'IdSession': 565566, 'IdPSX': 3, 'IdSubscriber': 92459, 'StartSession': '01/22/2025 06:13:24', 'EndSession': '01/22/2025 23:52:04', 'Duration': 63520, 'UpTx': 727163600, 'DownTx': 80865457}
{'IdSession': 573171, 'IdPSX': 2, 'IdSubscriber': 34429, 'StartSession': '2024-11-20 22:08:25', 'EndSession': '2024-11-21 01:27:54', 'Duration': 11969, 'UpTx': 7601322746, 'DownTx': 238281931}
{'IdSession': 159975, 'IdPSX': 2, 'IdSubscriber': 34429, 'StartSession': '2025-02-28 13:33:13', 'EndSession': '2025-03-01 09:13:28', 'Duration': 70815, 'UpTx': 5957054729, 'DownTx': 3523540209}
{'IdSession': 255952, 'IdPSX': 1, 'IdSubscriber': 34429, 'StartSession': '21-10-2024 18:04:55', 'EndSession': '21-10-2024 23:20:19', 'Duration': 18924, 'UpTx': 423890204, 'DownTx': 243526947}
{'IdSession': 846868, 'IdPSX': 1, 'IdSubscriber': 34429, 'StartSession': '19-06-2024 03:36:55', 'EndSession': '', 'Duration': 43973, 'UpTx': 337087941, 'DownTx': 695740496}
{'IdSession': 590406, 'IdPSX': 2, 'IdSubscriber': 34429, 'StartSession': '2024-05-06 19:09:26', 'EndSession': '2024-05-07 11:21:27', 'Duration': 58321, 'UpTx': 5206682366, 'DownTx': 2860071028}
{'IdSession': 408018, 'IdPSX': 1, 'IdSubscriber': 34429, 'StartSession': '03-07-2024 09:02:08', 'EndSession': '04-07-2024 01:37:28', 'Duration': 59720, 'UpTx': 983432928, 'DownTx': 538920366}
{'IdSession': 666867, 'IdPSX': 1, 'IdSubscriber': 34429, 'StartSession': '27-09-2024 03:29:07', 'EndSession': '27-09-2024 05:30:32', 'Duration': 7285, 'UpTx': 330377396, 'DownTx': 323382435}
{'IdSession': 513844, 'IdPSX': 3, 'IdSubscriber': 34429, 'StartSession': '02/07/2025 07:44:30', 'EndSession': '02/07/2025 09:32:48', 'Duration': 6498, 'UpTx': 134693063, 'DownTx': 443086615}
{'IdSession': 759895, 'IdPSX': 1, 'IdSubscriber': 34429, 'StartSession': '16-02-2025 22:23:23', 'EndSession': '', 'Duration': 64064, 'UpTx': 525368424, 'DownTx': 992603511}
{'IdSession': 871305, 'IdPSX': 2, 'IdSubscriber': 34429, 'StartSession': '2024-07-27 18:12:42', 'EndSession': '', 'Duration': 60695, 'UpTx': 4534005447, 'DownTx': 3789907900}
{'IdSession': 739516, 'IdPSX': 2, 'IdSubscriber': 90810, 'StartSession': '2025-03-11 04:10:37', 'EndSession': '2025-03-11 10:48:36', 'Duration': 23879, 'UpTx': 4711920194, 'DownTx': 2665061893}
{'IdSession': 307676, 'IdPSX': 1, 'IdSubscriber': 90810, 'StartSession': '14-05-2024 09:01:42', 'EndSession': '', 'Duration': 32552, 'UpTx': 504809212, 'DownTx': 507320115}
{'IdSession': 673807, 'IdPSX': 2, 'IdSubscriber': 90810, 'StartSession': '2024-10-16 20:08:04', 'EndSession': '2024-10-17 19:55:41', 'Duration': 85657, 'UpTx': 8502640897, 'DownTx': 7669604100}
{'IdSession': 786014, 'IdPSX': 2, 'IdSubscriber': 90810, 'StartSession': '2025-03-28 03:57:14', 'EndSession': '2025-03-28 06:33:38', 'Duration': 9384, 'UpTx': 2609866405, 'DownTx': 8296120577}
{'IdSession': 159297, 'IdPSX': 0, 'IdSubscriber': 90810, 'StartSession': '27/01/2025 00:04:15', 'EndSession': '27/01/2025 07:17:28', 'Duration': 25993, 'UpTx': 6667089681, 'DownTx': 7589260714}
{'IdSession': 141756, 'IdPSX': 0, 'IdSubscriber': 90810, 'StartSession': '06/12/2024 13:47:01', 'EndSession': '07/12/2024 03:00:28', 'Duration': 47607, 'UpTx': 9062879285, 'DownTx': 3593245447}
{'IdSession': 571531, 'IdPSX': 0, 'IdSubscriber': 90810, 'StartSession': '24/10/2024 01:46:10', 'EndSession': '24/10/2024 04:40:02', 'Duration': 10432, 'UpTx': 693979325, 'DownTx': 1704948318}
{'IdSession': 7050, 'IdPSX': 0, 'IdSubscriber': 90810, 'StartSession': '09/03/2025 00:30:08', 'EndSession': '09/03/2025 13:03:16', 'Duration': 45188, 'UpTx': 4863807798, 'DownTx': 2156585509}
{'IdSession': 758513, 'IdPSX': 0, 'IdSubscriber': 90810, 'StartSession': '06/06/2024 12:03:23', 'EndSession': '06/06/2024 14:44:12', 'Duration': 9649, 'UpTx': 6598935693, 'DownTx': 8755016509}
{'IdSession': 716439, 'IdPSX': 1, 'IdSubscriber': 90810, 'StartSession': '15-03-2025 23:27:19', 'EndSession': '16-03-2025 18:47:56', 'Duration': 69637, 'UpTx': 852344388, 'DownTx': 960649582}
{'IdSession': 24008, 'IdPSX': 0, 'IdSubscriber': 61803, 'StartSession': '05/11/2024 23:55:03', 'EndSession': '06/11/2024 08:03:44', 'Duration': 29321, 'UpTx': 7798209626, 'DownTx': 1260218150}
{'IdSession': 361030, 'IdPSX': 1, 'IdSubscriber': 61803, 'StartSession': '17-11-2024 03:41:28', 'EndSession': '', 'Duration': 69447, 'UpTx': 388486702, 'DownTx': 956138823}
{'IdSession': 143993, 'IdPSX': 3, 'IdSubscriber': 61803, 'StartSession': '06/18/2024 07:42:16', 'EndSession': '06/19/2024 07:13:09', 'Duration': 84653, 'UpTx': 348817371, 'DownTx': 806855261}
{'IdSession': 701888, 'IdPSX': 2, 'IdSubscriber': 61803, 'StartSession': '2025-03-15 05:08:27', 'EndSession': '2025-03-15 17:34:37', 'Duration': 44770, 'UpTx': 6204648607, 'DownTx': 949068092}
{'IdSession': 771355, 'IdPSX': 3, 'IdSubscriber': 61803, 'StartSession': '11/07/2024 11:00:53', 'EndSession': '11/07/2024 16:47:01', 'Duration': 20768, 'UpTx': 175579656, 'DownTx': 569161271}
{'IdSession': 406455, 'IdPSX': 1, 'IdSubscriber': 57468, 'StartSession': '10-08-2024 17:53:35', 'EndSession': '11-08-2024 01:15:52', 'Duration': 26537, 'UpTx': 853293883, 'DownTx': 333079582}
{'IdSession': 201675, 'IdPSX': 0, 'IdSubscriber': 57468, 'StartSession': '26/11/2024 09:31:19', 'EndSession': '26/11/2024 19:26:23', 'Duration': 35704, 'UpTx': 6983820809, 'DownTx': 6726143411}
{'IdSession': 680765, 'IdPSX': 3, 'IdSubscriber': 57468, 'StartSession': '01/15/2025 20:43:51', 'EndSession': '', 'Duration': 76938, 'UpTx': 720566349, 'DownTx': 304941864}
{'IdSession': 649039, 'IdPSX': 0, 'IdSubscriber': 57468, 'StartSession': '29/08/2024 01:50:43', 'EndSession': '29/08/2024 08:38:35', 'Duration': 24472, 'UpTx': 43901674110, 'DownTx': 330903802861}
{'IdSession': 737036, 'IdPSX': 1, 'IdSubscriber': 57468, 'StartSession': '06-06-2024 11:52:13', 'EndSession': '', 'Duration': 23437, 'UpTx': 403609821, 'DownTx': 208548225}
{'IdSession': 132829, 'IdPSX': 3, 'IdSubscriber': 60231, 'StartSession': '04/28/2024 22:44:26', 'EndSession': '04/29/2024 15:44:27', 'Duration': 61201, 'UpTx': 262136960, 'DownTx': 745567686}
{'IdSession': 377140, 'IdPSX': 1, 'IdSubscriber': 60231, 'StartSession': '19-04-2024 06:34:57', 'EndSession': '19-04-2024 17:26:19', 'Duration': 39082, 'UpTx': 406461177, 'DownTx': 222572727}
{'IdSession': 166821, 'IdPSX': 1, 'IdSubscriber': 60231, 'StartSession': '13-01-2025 06:49:55', 'EndSession': '14-01-2025 01:38:07', 'Duration': 67692, 'UpTx': 868943384, 'DownTx': 812474094}
{'IdSession': 47870, 'IdPSX': 3, 'IdSubscriber': 60231, 'StartSession': '04/03/2025 03:34:39', 'EndSession': '', 'Duration': 52217, 'UpTx': 772804159, 'DownTx': 212520117}
{'IdSession': 768316, 'IdPSX': 0, 'IdSubscriber': 60231, 'StartSession': '18/05/2024 12:16:46', 'EndSession': '19/05/2024 09:16:49', 'Duration': 75603, 'UpTx': 3608094605, 'DownTx': 4848703455}
{'IdSession': 495738, 'IdPSX': 2, 'IdSubscriber': 3660, 'StartSession': '2025-02-12 02:09:43', 'EndSession': '2025-02-12 03:48:39', 'Duration': 5936, 'UpTx': 3127428774, 'DownTx': 9420690957}
{'IdSession': 78799, 'IdPSX': 1, 'IdSubscriber': 3660, 'StartSession': '23-02-2025 21:51:47', 'EndSession': '24-02-2025 19:03:09', 'Duration': 76282, 'UpTx': 366879171, 'DownTx': 999720522}
{'IdSession': 383443, 'IdPSX': 0, 'IdSubscriber': 3660, 'StartSession': '01/12/2024 17:13:39', 'EndSession': '02/12/2024 08:00:57', 'Duration': 53238, 'UpTx': 7434528318, 'DownTx': 6446103707}
{'IdSession': 883010, 'IdPSX': 3, 'IdSubscriber': 3660, 'StartSession': '11/18/2024 03:05:56', 'EndSession': '11/18/2024 23:19:15', 'Duration': 72799, 'UpTx': 231363191, 'DownTx': 238885117}
{'IdSession': 182300, 'IdPSX': 1, 'IdSubscriber': 3660, 'StartSession': '18-11-2024 09:48:58', 'EndSession': '19-11-2024 03:08:41', 'Duration': 62383, 'UpTx': 104156805, 'DownTx': 78296789}
{'IdSession': 495153, 'IdPSX': 2, 'IdSubscriber': 31330, 'StartSession': '2024-05-27 06:30:21', 'EndSession': '2024-05-27 12:46:32', 'Duration': 22571, 'UpTx': 1433099437, 'DownTx': 6045979359}
{'IdSession': 124281, 'IdPSX': 3, 'IdSubscriber': 31330, 'StartSession': '11/16/2024 19:10:03', 'EndSession': '', 'Duration': 21022, 'UpTx': 541789467, 'DownTx': 902820429}
{'IdSession': 328584, 'IdPSX': 2, 'IdSubscriber': 31330, 'StartSession': '2025-01-15 21:28:58', 'EndSession': '', 'Duration': 58822, 'UpTx': 9068889625, 'DownTx': 9447576790}
{'IdSession': 97429, 'IdPSX': 0, 'IdSubscriber': 31330, 'StartSession': '01/05/2024 23:10:25', 'EndSession': '02/05/2024 06:06:21', 'Duration': 24956, 'UpTx': 2307536767, 'DownTx': 2087136522}
{'IdSession': 878944, 'IdPSX': 1, 'IdSubscriber': 31330, 'StartSession': '01-09-2024 02:53:48', 'EndSession': '01-09-2024 22:59:21', 'Duration': 72333, 'UpTx': 382339406, 'DownTx': 270738832}
{'IdSession': 920933, 'IdPSX': 1, 'IdSubscriber': 87042, 'StartSession': '19-05-2024 17:24:38', 'EndSession': '19-05-2024 19:12:22', 'Duration': 6464, 'UpTx': 728997398, 'DownTx': 297386854}
{'IdSession': 686364, 'IdPSX': 0, 'IdSubscriber': 87042, 'StartSession': '17/05/2024 03:20:30', 'EndSession': '17/05/2024 05:42:00', 'Duration': 8490, 'UpTx': 2859744568, 'DownTx': 8966224807}
{'IdSession': 309381, 'IdPSX': 2, 'IdSubscriber': 87042, 'StartSession': '2024-07-03 19:07:05', 'EndSession': '', 'Duration': 50378, 'UpTx': 6557443464, 'DownTx': 5730991328}
{'IdSession': 932272, 'IdPSX': 0, 'IdSubscriber': 87042, 'StartSession': '14/04/2025 10:00:11', 'EndSession': '14/04/2025 14:57:53', 'Duration': 17862, 'UpTx': 204274092, 'DownTx': 5097866844}
{'IdSession': 722888, 'IdPSX': 1, 'IdSubscriber': 87042, 'StartSession': '23-04-2024 12:04:17', 'EndSession': '24-04-2024 10:21:10', 'Duration': 80213, 'UpTx': 33434268, 'DownTx': 689984451}
{'IdSession': 993204, 'IdPSX': 2, 'IdSubscriber': 3691, 'StartSession': '2024-12-15 04:03:32', 'EndSession': '2024-12-15 16:44:19', 'Duration': 45647, 'UpTx': 1524512395, 'DownTx': 3915225829}
{'IdSession': 871561, 'IdPSX': 0, 'IdSubscriber': 3691, 'StartSession': '29/07/2024 03:55:01', 'EndSession': '30/07/2024 00:04:56', 'Duration': 72595, 'UpTx': 3254361871, 'DownTx': 5240488281}
{'IdSession': 713158, 'IdPSX': 3, 'IdSubscriber': 3691, 'StartSession': '04/30/2024 18:01:46', 'EndSession': '04/30/2024 20:58:31', 'Duration': 10605, 'UpTx': 287635000, 'DownTx': 32950745}
{'IdSession': 542668, 'IdPSX': 1, 'IdSubscriber': 3691, 'StartSession': '16-12-2024 18:59:14', 'EndSession': '17-12-2024 13:02:03', 'Duration': 64969, 'UpTx': 571968383, 'DownTx': 122548261}
{'IdSession': 110790, 'IdPSX': 2, 'IdSubscriber': 3691, 'StartSession': '2025-01-04 02:55:16', 'EndSession': '2025-01-04 06:30:12', 'Duration': 12896, 'UpTx': 894345806, 'DownTx': 4374926102}
{'IdSession': 1095, 'IdPSX': 1, 'IdSubscriber': 5470, 'StartSession': '23-11-2024 02:35:21', 'EndSession': '23-11-2024 10:52:11', 'Duration': 29810, 'UpTx': 548650576, 'DownTx': 661737221}
{'IdSession': 587135, 'IdPSX': 3, 'IdSubscriber': 5470, 'StartSession': '11/26/2024 20:32:59', 'EndSession': '11/27/2024 20:02:12', 'Duration': 84553, 'UpTx': 731710057, 'DownTx': 945241234}
