0
{'IdSession': 632016, 'IdPSX': 1, 'IdSubscriber': 12506, 'StartSession': '01-01-2025 11:38:00', 'EndSession': '01-01-2025 13:41:58', 'Duration': 7438, 'UpTx': 274124884, 'DownTx': 885083153}
{'IdSession': 577378, 'IdPSX': 0, 'IdSubscriber': 45649, 'StartSession': '09/02/2025 14:24:41', 'EndSession': '10/02/2025 07:20:52', 'Duration': 60971, 'UpTx': 6253917406, 'DownTx': 9783346469}
{'IdSession': 826248, 'IdPSX': 2, 'IdSubscriber': 45649, 'StartSession': '2024-12-09 01:18:27', 'EndSession': '2024-12-09 18:04:07', 'Duration': 60340, 'UpTx': 734544844, 'DownTx': 8231176221}
{'IdSession': 949619, 'IdPSX': 3, 'IdSubscriber': 51050, 'StartSession': '01/19/2025 07:38:10', 'EndSession': '01/19/2025 11:06:17', 'Duration': 12487, 'UpTx': 662318696, 'DownTx': 408444642}
{'IdSession': 216732, 'IdPSX': 3, 'IdSubscriber': 51050, 'StartSession': '11/09/2024 17:23:19', 'EndSession': '11/09/2024 23:57:30', 'Duration': 23651, 'UpTx': 709734846, 'DownTx': 686513545}
{'IdSession': 204976, 'IdPSX': 0, 'IdSubscriber': 51050, 'StartSession': '12/12/2024 11:39:20', 'EndSession': '13/12/2024 04:55:13', 'Duration': 62153, 'UpTx': 3079692303, 'DownTx': 7476006804}
{'IdSession': 745478, 'IdPSX': 3, 'IdSubscriber': 51050, 'StartSession': '02/09/2025 00:30:26', 'EndSession': '02/09/2025 07:44:50', 'Duration': 26064, 'UpTx': 364904500, 'DownTx': 195509979}
{'IdSession': 824622, 'IdPSX': 1, 'IdSubscriber': 51050, 'StartSession': '23-04-2024 23:25:51', 'EndSession': '24-04-2024 07:42:27', 'Duration': 29796, 'UpTx': 220312224, 'DownTx': 662402439}
{'IdSession': 714267, 'IdPSX': 2, 'IdSubscriber': 64889, 'StartSession': '2024-07-18 23:12:47', 'EndSession': '2024-07-19 00:40:53', 'Duration': 5286, 'UpTx': 255553636, 'DownTx': 9106661749}
{'IdSession': 113231, 'IdPSX': 1, 'IdSubscriber': 64889, 'StartSession': '04-07-2024 17:24:48', 'EndSession': '05-07-2024 00:00:46', 'Duration': 23758, 'UpTx': 931544757, 'DownTx': 362567393}
{'IdSession': 954225, 'IdPSX': 1, 'IdSubscriber': 64889, 'StartSession': '22-02-2025 18:02:41', 'EndSession': '22-02-2025 21:16:18', 'Duration': 11617, 'UpTx': 976707349, 'DownTx': 844848468}
{'IdSession': 404280, 'IdPSX': 0, 'IdSubscriber': 64889, 'StartSession': '18/12/2024 00:02:25', 'EndSession': '', 'Duration': 25726, 'UpTx': 3188797068, 'DownTx': 5619673787}
{'IdSession': 326975, 'IdPSX': 2, 'IdSubscriber': 64889, 'StartSession': '2024-06-06 20:37:00', 'EndSession': '2024-06-07 20:19:48', 'Duration': 85368, 'UpTx': 1985342951, 'DownTx': 7507796363}
{'IdSession': 568336, 'IdPSX': 1, 'IdSubscriber': 64889, 'StartSession': '03-04-2025 16:20:08', 'EndSession': '', 'Duration': 64645, 'UpTx': 649364381, 'DownTx': 518145652}
{'IdSession': 178918, 'IdPSX': 2, 'IdSubscriber': 64889, 'StartSession': '2024-12-01 05:42:28', 'EndSession': '2024-12-01 14:56:11', 'Duration': 33223, 'UpTx': 8291939596, 'DownTx': 2111000938}
{'IdSession': 866122, 'IdPSX': 0, 'IdSubscriber': 64889, 'StartSession': '22/01/2025 21:56:31', 'EndSession': '23/01/2025 02:01:18', 'Duration': 14687, 'UpTx': 4751425974, 'DownTx': 2759414937}
{'IdSession': 362206, 'IdPSX': 1, 'IdSubscriber': 64889, 'StartSession': '18-01-2025 03:06:09', 'EndSession': '18-01-2025 20:56:18', 'Duration': 64209, 'UpTx': 634810326, 'DownTx': 33309650}
{'IdSession': 716513, 'IdPSX': 0, 'IdSubscriber': 64889, 'StartSession': '15/03/2025 05:18:59', 'EndSession': '15/03/2025 14:21:30', 'Duration': 32551, 'UpTx': 1726381577, 'DownTx': 2512839030}
{'IdSession': 161583, 'IdPSX': 0, 'IdSubscriber': 64889, 'StartSession': '27/08/2024 06:29:42', 'EndSession': '27/08/2024 14:40:25', 'Duration': 29443, 'UpTx': 5375451179, 'DownTx': 8078624730}
{'IdSession': 875306, 'IdPSX': 3, 'IdSubscriber': 64889, 'StartSession': '03/17/2025 02:51:02', 'EndSession': '03/17/2025 13:02:34', 'Duration': 36692, 'UpTx': 828580143, 'DownTx': 91852048}
{'IdSession': 897481, 'IdPSX': 0, 'IdSubscriber': 64889, 'StartSession': '10/01/2025 18:55:23', 'EndSession': '11/01/2025 13:42:32', 'Duration': 67629, 'UpTx': 7005604472, 'DownTx': 3873064658}
{'IdSession': 200140, 'IdPSX': 0, 'IdSubscriber': 64889, 'StartSession': '06/05/2024 14:50:40', 'EndSession': '06/05/2024 23:47:56', 'Duration': 32236, 'UpTx': 7623273573, 'DownTx': 6109615668}
{'IdSession': 663447, 'IdPSX': 3, 'IdSubscriber': 64889, 'StartSession': '11/27/2024 14:28:08', 'EndSession': '11/27/2024 19:33:57', 'Duration': 18349, 'UpTx': 120748825, 'DownTx': 391433095}
{'IdSession': 592641, 'IdPSX': 2, 'IdSubscriber': 89736, 'StartSession': '2024-12-29 03:53:09', 'EndSession': '2024-12-29 08:13:34', 'Duration': 15625, 'UpTx': 8227754617, 'DownTx': 8324154171}
{'IdSession': 740258, 'IdPSX': 1, 'IdSubscriber': 89736, 'StartSession': '09-11-2024 08:50:33', 'EndSession': '09-11-2024 22:52:20', 'Duration': 50507, 'UpTx': 435510045, 'DownTx': 984881560}
{'IdSession': 319483, 'IdPSX': 0, 'IdSubscriber': 89736, 'StartSession': '20/05/2024 09:10:28', 'EndSession': '20/05/2024 20:21:09', 'Duration': 40241, 'UpTx': 4440589295, 'DownTx': 3750117770}
{'IdSession': 795823, 'IdPSX': 2, 'IdSubscriber': 89736, 'StartSession': '2025-03-17 07:05:25', 'EndSession': '2025-03-18 03:59:06', 'Duration': 75221, 'UpTx': 1638728963, 'DownTx': 5310529355}
{'IdSession': 379618, 'IdPSX': 0, 'IdSubscriber': 89736, 'StartSession': '31/08/2024 23:51:31', 'EndSession': '', 'Duration': 34914, 'UpTx': 8872188578, 'DownTx': 512315110}
{'IdSession': 353907, 'IdPSX': 3, 'IdSubscriber': 22580, 'StartSession': '12/02/2024 20:14:30', 'EndSession': '12/03/2024 07:32:25', 'Duration': 40675, 'UpTx': 377094332, 'DownTx': 401970603}
{'IdSession': 119994, 'IdPSX': 2, 'IdSubscriber': 22580, 'StartSession': '2024-10-02 00:15:37', 'EndSession': '2024-10-02 16:51:34', 'Duration': 59757, 'UpTx': 906640002, 'DownTx': 2860723049}
{'IdSession': 485232, 'IdPSX': 3, 'IdSubscriber': 22580, 'StartSession': '12/24/2024 16:09:26', 'EndSession': '12/25/2024 13:53:02', 'Duration': 78216, 'UpTx': 746269877, 'DownTx': 396251261}
{'IdSession': 20042, 'IdPSX': 0, 'IdSubscriber': 22580, 'StartSession': '22/11/2024 05:12:15', 'EndSession': '22/11/2024 06:44:05', 'Duration': 5510, 'UpTx': 1618944111, 'DownTx': 2302186541}
{'IdSession': 802591, 'IdPSX': 1, 'IdSubscriber': 22580, 'StartSession': '25-04-2024 19:55:10', 'EndSession': '26-04-2024 05:55:04', 'Duration': 35994, 'UpTx': 364849453, 'DownTx': 292423172}
{'IdSession': 960979, 'IdPSX': 3, 'IdSubscriber': 35597, 'StartSession': '04/22/2024 06:09:56', 'EndSession': '04/23/2024 02:40:32', 'Duration': 73836, 'UpTx': 800430526, 'DownTx': 547637701}
{'IdSession': 6070, 'IdPSX': 0, 'IdSubscriber': 35597, 'StartSession': '16/08/2024 16:17:24', 'EndSession': '16/08/2024 23:36:39', 'Duration': 26355, 'UpTx': 5153762827, 'DownTx': 8330140059}
{'IdSession': 283984, 'IdPSX': 2, 'IdSubscriber': 35597, 'StartSession': '2024-06-05 00:37:23', 'EndSession': '2024-06-05 19:15:40', 'Duration': 67097, 'UpTx': 9223275065, 'DownTx': 7139324863}
{'IdSession': 427437, 'IdPSX': 2, 'IdSubscriber': 35597, 'StartSession': '2024-05-26 23:01:08', 'EndSession': '2024-05-27 04:13:27', 'Duration': 18739, 'UpTx': 4800011163, 'DownTx': 5145318389}
{'IdSession': 213988, 'IdPSX': 1, 'IdSubscriber': 35597, 'StartSession': '20-09-2024 05:15:01', 'EndSession': '20-09-2024 23:53:24', 'Duration': 67103, 'UpTx': 172753193, 'DownTx': 209348389}
{'IdSession': 583680, 'IdPSX': 2, 'IdSubscriber': 35597, 'StartSession': '2024-09-12 01:20:31', 'EndSession': '2024-09-12 13:26:41', 'Duration': 43570, 'UpTx': 7888346985, 'DownTx': 996018990}
{'IdSession': 614553, 'IdPSX': 2, 'IdSubscriber': 35597, 'StartSession': '2025-01-18 04:42:43', 'EndSession': '2025-01-19 03:27:15', 'Duration': 81872, 'UpTx': 6159806346, 'DownTx': 8008942912}
{'IdSession': 121325, 'IdPSX': 2, 'IdSubscriber': 35597, 'StartSession': '2024-09-09 22:27:11', 'EndSession': '2024-09-10 19:38:05', 'Duration': 76254, 'UpTx': 7199361555, 'DownTx': 8437732052}
{'IdSession': 589357, 'IdPSX': 1, 'IdSubscriber': 35597, 'StartSession': '28-11-2024 12:09:36', 'EndSession': '28-11-2024 22:27:38', 'Duration': 37082, 'UpTx': 309810797, 'DownTx': 576931626}
{'IdSession': 668791, 'IdPSX': 0, 'IdSubscriber': 35597, 'StartSession': '05/04/2025 12:50:25', 'EndSession': '', 'Duration': 17251, 'UpTx': 7936632257, 'DownTx': 9932039450}
{'IdSession': 250851, 'IdPSX': 3, 'IdSubscriber': 17785, 'StartSession': '10/17/2024 04:47:29', 'EndSession': '10/17/2024 18:37:06', 'Duration': 49777, 'UpTx': 605815754, 'DownTx': 59416304}
{'IdSession': 83658, 'IdPSX': 1, 'IdSubscriber': 17785, 'StartSession': '06-03-2025 03:10:40', 'EndSession': '06-03-2025 06:30:20', 'Duration': 11980, 'UpTx': 585286341, 'DownTx': 708715898}
{'IdSession': 859538, 'IdPSX': 3, 'IdSubscriber': 17785, 'StartSession': '12/22/2024 10:33:21', 'EndSession': '12/23/2024 04:19:09', 'Duration': 63948, 'UpTx': 831460793, 'DownTx': 529673889}
{'IdSession': 340736, 'IdPSX': 0, 'IdSubscriber': 17785, 'StartSession': '26/12/2024 02:21:18', 'EndSession': '', 'Duration': 28515, 'UpTx': 2803618491, 'DownTx': 8306607856}
{'IdSession': 235935, 'IdPSX': 3, 'IdSubscriber': 17785, 'StartSession': '03/04/2025 20:32:02', 'EndSession': '03/05/2025 17:57:29', 'Duration': 77127, 'UpTx': 716643115, 'DownTx': 678200445}
{'IdSession': 868852, 'IdPSX': 1, 'IdSubscriber': 17785, 'StartSession': '12-03-2025 03:51:10', 'EndSession': '', 'Duration': 33145, 'UpTx': 456385363, 'DownTx': 280424512}
{'IdSession': 313805, 'IdPSX': 3, 'IdSubscriber': 17785, 'StartSession': '06/27/2024 18:48:42', 'EndSession': '06/28/2024 00:04:31', 'Duration': 18949, 'UpTx': 789105633, 'DownTx': 929863000}
{'IdSession': 970211, 'IdPSX': 1, 'IdSubscriber': 17785, 'StartSession': '09-03-2025 05:20:16', 'EndSession': '09-03-2025 13:37:32', 'Duration': 29836, 'UpTx': 752746063, 'DownTx': 35087401}
{'IdSession': 768217, 'IdPSX': 3, 'IdSubscriber': 17785, 'StartSession': '07/23/2024 13:58:11', 'EndSession': '07/24/2024 02:36:35', 'Duration': 45504, 'UpTx': 294716187, 'DownTx': 772220892}
{'IdSession': 907437, 'IdPSX': 0, 'IdSubscriber': 17785, 'StartSession': '19/08/2024 10:40:15', 'EndSession': '19/08/2024 12:59:57', 'Duration': 8382, 'UpTx': 1521884686, 'DownTx': 5310727424}
{'IdSession': 529121, 'IdPSX': 3, 'IdSubscriber': 60046, 'StartSession': '01/26/2025 17:34:47', 'EndSession': '01/27/2025 13:47:55', 'Duration': 72788, 'UpTx': 75253609, 'DownTx': 993312698}
{'IdSession': 659547, 'IdPSX': 3, 'IdSubscriber': 60046, 'StartSession': '08/23/2024 03:10:39', 'EndSession': '08/23/2024 16:16:00', 'Duration': 47121, 'UpTx': 255683019, 'DownTx': 777295866}
{'IdSession': 359276, 'IdPSX': 1, 'IdSubscriber': 60046, 'StartSession': '18-09-2024 22:56:07', 'EndSession': '19-09-2024 20:41:17', 'Duration': 78310, 'UpTx': 32357717, 'DownTx': 81683975}
{'IdSession': 204194, 'IdPSX': 2, 'IdSubscriber': 60046, 'StartSession': '2025-01-10 05:05:39', 'EndSession': '', 'Duration': 58324, 'UpTx': 3474123664, 'DownTx': 7197452966}
{'IdSession': 901540, 'IdPSX': 0, 'IdSubscriber': 60046, 'StartSession': '15/01/2025 06:46:00', 'EndSession': '15/01/2025 16:54:03', 'Duration': 36483, 'UpTx': 6203266322, 'DownTx': 7838591848}
{'IdSession': 114442, 'IdPSX': 0, 'IdSubscriber': 60046, 'StartSession': '04/03/2025 00:20:53', 'EndSession': '', 'Duration': 37245, 'UpTx': 7219138536, 'DownTx': 8183259919}
{'IdSession': 864710, 'IdPSX': 3, 'IdSubscriber': 60046, 'StartSession': '10/12/2024 14:50:44', 'EndSession': '10/13/2024 05:51:52', 'Duration': 54068, 'UpTx': 305606623, 'DownTx': 490504772}
{'IdSession': 403742, 'IdPSX': 2, 'IdSubscriber': 60046, 'StartSession': '2025-01-03 08:09:11', 'EndSession': '2025-01-03 22:01:48', 'Duration': 49957, 'UpTx': 5688006726, 'DownTx': 1933790989}
{'IdSession': 716650, 'IdPSX': 1, 'IdSubscriber': 60046, 'StartSession': '30-09-2024 10:34:56', 'EndSession': '', 'Duration': 21360, 'UpTx': 434824692, 'DownTx': 804381682}
{'IdSession': 799690, 'IdPSX': 3, 'IdSubscriber': 60046, 'StartSession': '08/05/2024 16:20:18', 'EndSession': '08/05/2024 17:49:39', 'Duration': 5361, 'UpTx': 391741060, 'DownTx': 103908961}
{'IdSession': 789275, 'IdPSX': 0, 'IdSubscriber': 60046, 'StartSession': '10/08/2024 10:52:04', 'EndSession': '10/08/2024 13:16:25', 'Duration': 8661, 'UpTx': 2593362293, 'DownTx': 2309625972}
{'IdSession': 84659, 'IdPSX': 0, 'IdSubscriber': 60046, 'StartSession': '25/08/2024 00:30:45', 'EndSession': '', 'Duration': 67294, 'UpTx': 2507592459, 'DownTx': 4068619841}
{'IdSession': 141479, 'IdPSX': 1, 'IdSubscriber': 60046, 'StartSession': '05-01-2025 11:32:22', 'EndSession': '05-01-2025 15:43:38', 'Duration': 15076, 'UpTx': 404980383, 'DownTx': 482767410}
{'IdSession': 121873, 'IdPSX': 2, 'IdSubscriber': 60046, 'StartSession': '2025-01-12 06:41:20', 'EndSession': '2025-01-12 18:30:08', 'Duration': 42528, 'UpTx': 635198195, 'DownTx': 351409135}
{'IdSession': 670074, 'IdPSX': 1, 'IdSubscriber': 60046, 'StartSession': '21-12-2024 19:11:50', 'EndSession': '22-12-2024 12:12:04', 'Duration': 61214, 'UpTx': 921042525, 'DownTx': 371677018}
{'IdSession': 679022, 'IdPSX': 2, 'IdSubscriber': 36884, 'StartSession': '2024-12-10 19:26:22', 'EndSession': '2024-12-11 15:48:42', 'Duration': 73340, 'UpTx': 4318636716, 'DownTx': 6596639373}
{'IdSession': 354393, 'IdPSX': 0, 'IdSubscriber': 36884, 'StartSession': '14/02/2025 16:34:18', 'EndSession': '15/02/2025 04:43:27', 'Duration': 43749, 'UpTx': 6897731060, 'DownTx': 9993700523}
{'IdSession': 898965, 'IdPSX': 0, 'IdSubscriber': 36884, 'StartSession': '24/04/2024 11:34:39', 'EndSession': '', 'Duration': 77239, 'UpTx': 5523802226, 'DownTx': 8980351698}
{'IdSession': 780305, 'IdPSX': 3, 'IdSubscriber': 36884, 'StartSession': '12/13/2024 03:31:52', 'EndSession': '12/14/2024 00:37:29', 'Duration': 75937, 'UpTx': 777602002, 'DownTx': 668420331}
{'IdSession': 736716, 'IdPSX': 1, 'IdSubscriber': 36884, 'StartSession': '28-01-2025 09:47:27', 'EndSession': '29-01-2025 01:46:37', 'Duration': 57550, 'UpTx': 176472875, 'DownTx': 718139909}
{'IdSession': 727598, 'IdPSX': 1, 'IdSubscriber': 18264, 'StartSession': '12-10-2024 18:26:42', 'EndSession': '13-10-2024 03:54:44', 'Duration': 34082, 'UpTx': 180869326, 'DownTx': 476349542}
{'IdSession': 405874, 'IdPSX': 1, 'IdSubscriber': 18264, 'StartSession': '11-06-2024 10:52:50', 'EndSession': '11-06-2024 13:31:14', 'Duration': 9504, 'UpTx': 348752866, 'DownTx': 938908589}
{'IdSession': 950794, 'IdPSX': 1, 'IdSubscriber': 18264, 'StartSession': '16-08-2024 01:52:46', 'EndSession': '16-08-2024 20:55:51', 'Duration': 68585, 'UpTx': 356341944, 'DownTx': 442203796}
{'IdSession': 798480, 'IdPSX': 3, 'IdSubscriber': 18264, 'StartSession': '03/24/2025 08:57:38', 'EndSession': '', 'Duration': 29489, 'UpTx': 289354035, 'DownTx': 541611037}
{'IdSession': 82261, 'IdPSX': 1, 'IdSubscriber': 18264, 'StartSession': '01-09-2024 08:16:24', 'EndSession': '01-09-2024 10:36:25', 'Duration': 8401, 'UpTx': 685382065, 'DownTx': 48146673}
{'IdSession': 487411, 'IdPSX': 1, 'IdSubscriber': 18264, 'StartSession': '13-07-2024 03:18:20', 'EndSession': '14-07-2024 01:51:14', 'Duration': 81174, 'UpTx': 496039012, 'DownTx': 338424374}
{'IdSession': 993933, 'IdPSX': 1, 'IdSubscriber': 18264, 'StartSession': '04-04-2025 11:13:16', 'EndSession': '04-04-2025 16:11:45', 'Duration': 17909, 'UpTx': 942871969, 'DownTx': 748717005}
{'IdSession': 614444, 'IdPSX': 3, 'IdSubscriber': 18264, 'StartSession': '02/28/2025 22:54:17', 'EndSession': '', 'Duration': 25816, 'UpTx': 295841658, 'DownTx': 721061578}
{'IdSession': 191723, 'IdPSX': 3, 'IdSubscriber': 18264, 'StartSession': '03/26/2025 12:38:26', 'EndSession': '03/26/2025 20:00:55', 'Duration': 26549, 'UpTx': 385657477, 'DownTx': 625547142}
{'IdSession': 340871, 'IdPSX': 3, 'IdSubscriber': 18264, 'StartSession': '10/17/2024 09:41:52', 'EndSession': '', 'Duration': 74738, 'UpTx': 685009993, 'DownTx': 945897228}
{'IdSession': 98305, 'IdPSX': 3, 'IdSubscriber': 5559, 'StartSession': '07/11/2024 07:40:35', 'EndSession': '07/11/2024 15:31:41', 'Duration': 28266, 'UpTx': 936371207, 'DownTx': 959408729}
{'IdSession': 179803, 'IdPSX': 0, 'IdSubscriber': 5559, 'StartSession': '23/06/2024 11:22:54', 'EndSession': '24/06/2024 05:57:44', 'Duration': 66890, 'UpTx': 6009733778, 'DownTx': 7205739591}
{'IdSession': 96954, 'IdPSX': 3, 'IdSubscriber': 5559, 'StartSession': '05/26/2024 08:27:02', 'EndSession': '05/26/2024 13:10:58', 'Duration': 17036, 'UpTx': 756796243, 'DownTx': 795324865}
{'IdSession': 220855, 'IdPSX': 2, 'IdSubscriber': 5559, 'StartSession': '2024-06-14 09:26:29', 'EndSession': '2024-06-15 06:22:58', 'Duration': 75389, 'UpTx': 2524989922, 'DownTx': 9630735566}
{'IdSession': 451186, 'IdPSX': 0, 'IdSubscriber': 5559, 'StartSession': '05/07/2024 02:45:43', 'EndSession': '05/07/2024 07:45:43', 'Duration': 18000, 'UpTx': 8515303328, 'DownTx': 2772649686}
{'IdSession': 827792, 'IdPSX': 0, 'IdSubscriber': 84903, 'StartSession': '21/12/2024 11:09:51', 'EndSession': '', 'Duration': 40569, 'UpTx': 7044785611, 'DownTx': 6970410543}
{'IdSession': 448441, 'IdPSX': 0, 'IdSubscriber': 84903, 'StartSession': '18/04/2024 16:24:52', 'EndSession': '', 'Duration': 79648, 'UpTx': 2316371606, 'DownTx': 7913362573}
{'IdSession': 46157, 'IdPSX': 3, 'IdSubscriber': 84903, 'StartSession': '04/24/2024 14:28:06', 'EndSession': '04/25/2024 12:06:23', 'Duration': 77897, 'UpTx': 980805655, 'DownTx': 211722585}
{'IdSession': 820311, 'IdPSX': 3, 'IdSubscriber': 84903, 'StartSession': '04/08/2025 19:01:58', 'EndSession': '04/09/2025 00:49:56', 'Duration': 20878, 'UpTx': 635429446, 'DownTx': 259114878}
{'IdSession': 497117, 'IdPSX': 0, 'IdSubscriber': 84903, 'StartSession': '22/05/2024 10:40:28', 'EndSession': '22/05/2024 21:42:27', 'Duration': 39719, 'UpTx': 7115137348, 'DownTx': 6305505194}
{'IdSession': 724552, 'IdPSX': 1, 'IdSubscriber': 84903, 'StartSession': '22-09-2024 12:53:04', 'EndSession': '23-09-2024 02:05:14', 'Duration': 47530, 'UpTx': 412769962, 'DownTx': 276763253}
{'IdSession': 777312, 'IdPSX': 3, 'IdSubscriber': 84903, 'StartSession': '04/04/2025 11:40:37', 'EndSession': '', 'Duration': 26437, 'UpTx': 779644007, 'DownTx': 721540182}
{'IdSession': 202993, 'IdPSX': 1, 'IdSubscriber': 84903, 'StartSession': '22-01-2025 08:44:46', 'EndSession': '', 'Duration': 80455, 'UpTx': 841000951, 'DownTx': 249439462}
{'IdSession': 751941, 'IdPSX': 1, 'IdSubscriber': 84903, 'StartSession': '17-10-2024 17:59:11', 'EndSession': '18-10-2024 16:38:12', 'Duration': 81541, 'UpTx': 470344740, 'DownTx': 232722237}
{'IdSession': 925130, 'IdPSX': 2, 'IdSubscriber': 84903, 'StartSession': '2024-07-08 10:39:20', 'EndSession': '2024-07-08 15:44:49', 'Duration': 18329, 'UpTx': 9021029065, 'DownTx': 9726572881}
{'IdSession': 175265, 'IdPSX': 2, 'IdSubscriber': 84903, 'StartSession': '2025-03-26 01:01:53', 'EndSession': '', 'Duration': 58817, 'UpTx': 2209483977, 'DownTx': 7721387245}
{'IdSession': 439112, 'IdPSX': 2, 'IdSubscriber': 84903, 'StartSession': '2024-12-25 16:57:13', 'EndSession': '2024-12-26 16:21:25', 'Duration': 84252, 'UpTx': 3594002842, 'DownTx': 5658482910}
{'IdSession': 68398, 'IdPSX': 0, 'IdSubscriber': 84903, 'StartSession': '28/11/2024 12:47:51', 'EndSession': '', 'Duration': 74778, 'UpTx': 7934477393, 'DownTx': 9196849124}
{'IdSession': 545886, 'IdPSX': 0, 'IdSubscriber': 84903, 'StartSession': '18/01/2025 19:39:54', 'EndSession': '19/01/2025 10:44:26', 'Duration': 54272, 'UpTx': 6575058782, 'DownTx': 7527893817}
{'IdSession': 644225, 'IdPSX': 2, 'IdSubscriber': 84903, 'StartSession': '2024-05-18 03:16:36', 'EndSession': '2024-05-18 12:28:13', 'Duration': 33097, 'UpTx': 6204149848, 'DownTx': 1839108462}
{'IdSession': 480894, 'IdPSX': 3, 'IdSubscriber': 86245, 'StartSession': '10/30/2024 14:00:47', 'EndSession': '', 'Duration': 64447, 'UpTx': 52639486, 'DownTx': 933086503}
{'IdSession': 934891, 'IdPSX': 3, 'IdSubscriber': 86245, 'StartSession': '04/18/2024 16:30:16', 'EndSession': '04/19/2024 16:22:21', 'Duration': 85925, 'UpTx': 301291476, 'DownTx': 470288302}
{'IdSession': 740397, 'IdPSX': 2, 'IdSubscriber': 86245, 'StartSession': '2024-04-20 21:11:01', 'EndSession': '2024-04-21 13:02:25', 'Duration': 57084, 'UpTx': 3807948665, 'DownTx': 2764773914}
{'IdSession': 383242, 'IdPSX': 1, 'IdSubscriber': 86245, 'StartSession': '19-03-2025 00:10:04', 'EndSession': '19-03-2025 06:53:27', 'Duration': 24203, 'UpTx': 794123695, 'DownTx': 233067257}
{'IdSession': 903226, 'IdPSX': 3, 'IdSubscriber': 86245, 'StartSession': '08/12/2024 15:45:44', 'EndSession': '08/12/2024 23:53:04', 'Duration': 29240, 'UpTx': 540323016, 'DownTx': 950931354}
{'IdSession': 37879, 'IdPSX': 0, 'IdSubscriber': 68199, 'StartSession': '09/03/2025 06:30:20', 'EndSession': '', 'Duration': 36859, 'UpTx': 417296174, 'DownTx': 4531625331}
{'IdSession': 925962, 'IdPSX': 2, 'IdSubscriber': 68199, 'StartSession': '2024-05-15 02:44:26', 'EndSession': '2024-05-15 09:48:11', 'Duration': 25425, 'UpTx': 1642563895, 'DownTx': 459172856}
{'IdSession': 476865, 'IdPSX': 0, 'IdSubscriber': 68199, 'StartSession': '14/11/2024 14:30:03', 'EndSession': '15/11/2024 03:55:23', 'Duration': 48320, 'UpTx': 2923775304, 'DownTx': 1666871189}
{'IdSession': 893143, 'IdPSX': 1, 'IdSubscriber': 68199, 'StartSession': '10-09-2024 07:34:27', 'EndSession': '10-09-2024 22:47:05', 'Duration': 54758, 'UpTx': 559880156, 'DownTx': 864606943}
{'IdSession': 915830, 'IdPSX': 1, 'IdSubscriber': 68199, 'StartSession': '19-01-2025 00:30:31', 'EndSession': '', 'Duration': 20795, 'UpTx': 985181392, 'DownTx': 532657242}
{'IdSession': 296535, 'IdPSX': 1, 'IdSubscriber': 39746, 'StartSession': '21-01-2025 18:25:53', 'EndSession': '21-01-2025 21:03:33', 'Duration': 9460, 'UpTx': 408857481, 'DownTx': 547918300}
