IdClient,IdOnPSX,Status
fcbee88b-796e-464e-9676-7c483fe942c4,62322,ON
808ded2d-5c81-4d9c-838e-e8b9aa1699a2,74085,ON
626cfccd-b525-43d1-b8a6-3ca75cb7aad7,75482,ON
53c97b34-2dac-4038-9827-709b98d3eb97,47962,ON
a0ef19c2-93cc-48ae-8c94-ff29815a88f9,83789,ON
8ed2b6c7-d8f9-4b2f-81f7-f662cbbe3963,50785,ON
2f838db7-c9df-4f7b-83b2-be7d76a9869a,36995,ON
921a93a7-42e6-4390-85d9-4047490dc220,98034,ON
d4172348-0a56-4bfc-adb0-021216483115,47523,ON
1633f47b-9f5c-4ca3-adf3-de681aa01b6e,80477,ON
ad998d01-5db0-4e58-a81a-29f3c2f77fa7,89384,ON
63b0687f-8dec-4b15-8a82-a12b7ca0c59a,69673,ON
83e6c225-871a-4ead-97cc-61837e1ae122,87419,ON
ee126c9a-fee6-4927-a2a9-f4722ec97744,12984,ON
0d206a89-392f-4d42-aab6-d881ba15b4c4,58894,ON
22a13a6a-38a6-48e8-b5a3-70ce77b4788f,9395,ON
dbd37e03-031b-4718-8aed-112a114f7905,28641,ON
680b42ef-3819-46e2-b8a0-b8a0a625d9e7,5942,ON
c2cf20bc-0d94-40c2-8faa-4a4bb77290ff,30125,ON
e6ad8dda-b873-4b60-b1a6-d740c37676a0,22094,ON
ea624889-0616-4cbe-9ee3-b16f9b556cd9,78751,ON
223ef7e0-7b6f-4462-b800-a067532114ae,20014,ON
46f61d4e-97e3-4cb1-971d-774718febc89,74506,ON
d7e453ac-5918-4c63-a420-91f2a8ccf1aa,39250,ON
174bdb28-dd48-4401-84aa-3287f052964b,40083,ON
5a33be59-daf0-4511-bc8d-dfda3b68d789,23768,ON
6f82ddc5-2083-43c6-a4fa-cb243f0d6eda,95385,ON
d9f3095c-f1c0-40e3-9c67-0444b096e4fb,22846,ON
e16337b1-c3b9-41f6-9680-fcd64b53af9f,15067,ON
5c9b9ab3-bff8-46d9-876e-1328918493dc,28789,ON
3bd10963-7f0f-4d77-8ece-e4b5ed097b6a,72410,ON
f866effb-bbcb-46a9-8717-3d6e5fae84fd,39324,ON
89d84221-fa7b-4d38-b563-ecdd5cc17168,97524,ON
b359d7e2-308e-47af-bf15-e8b9159831ce,27724,ON
97b97597-d986-4ec0-98b8-833ddf325a82,29516,ON
206021b7-262c-4a61-803f-1331e0a01f78,17750,ON
0a4ad1e9-a5ec-4e53-9647-321ac2891063,13235,ON
b490c0e8-7587-48f5-a8b8-5765339a31d3,32833,ON
7d007782-7c2c-4005-84b7-f4ac7c852127,31189,OFF
fd0b8c6d-795f-4c23-a822-0c58b33c5b88,5888,ON
d40d8462-ed51-417b-83ec-b9128435f88d,9034,ON
0404235d-5764-450f-9d0f-63238e4f346f,85740,ON
a5d85e86-6a2d-4e7a-8472-7217cd469bc9,7594,ON
85fc6fba-5b9a-4804-b4ca-76f1bd6da8db,38921,ON
713e21fe-ead5-40db-bbd9-860de024e6b3,96943,ON
5172bfc9-5534-4e17-b56a-48a0ce8599cb,22708,ON
6cacb264-5802-4bef-8d9e-11c8a4d5bf2e,82434,ON
f176efdc-8707-48c9-9bb3-d5540849e935,44365,OFF
308f5fd6-50a1-49bf-93b6-cca14e6c072c,50201,ON
2a738cf7-1fd0-4d0e-b71f-816df6b07211,1191,ON
ec50c555-7b7f-4a0d-9fbc-c76fc81f4f4d,25888,ON
2ebbbf60-a5af-4581-83c0-01213de3d924,4786,ON
0f33f12d-03bb-415e-a95f-acec36a51322,99573,ON
0997030c-5f66-470f-86cc-1cda2215cc1f,17913,ON
f6243f61-4c98-4379-978e-4f75749721fd,79149,ON
0a09b082-fedb-4f52-83aa-b20400728fd0,27051,ON
e2b676b6-bebe-49c7-a8d4-b5ceeac31d0f,90459,ON
d16bfaa5-923e-45f7-b1e6-9116c1ed0c9e,1228,ON
3619c25d-54cd-4801-923f-8891cc54c817,77197,ON
535c0528-de0b-425e-b791-a3166f6f7db3,45320,ON
9f6ee3f4-c3bf-418d-86fa-08786e689dc4,67016,ON
8b159cc4-7614-4213-a204-fd713eea89be,65273,ON
033d3ac6-b388-495b-9748-3eba944c6d20,85191,ON
1f73e1c5-136e-454b-b16b-97a73c045ae8,24936,ON
d90fb6b5-3719-4361-bef1-742f4d50adf9,4458,ON
909ec870-2388-4301-a87d-e1cb1ece2668,23255,ON
12159f4e-b239-47ec-9224-a5781200022f,4134,ON
ac68aa4d-41c4-48d4-8aad-2295b4895cd4,60376,ON
eb81a7b6-27c9-4c19-aecd-8969a7595fbe,47602,ON
c835370d-af99-4fcd-8c26-4ec99c532884,21079,ON
78680ca0-a308-4930-ab3b-078b0889dd9a,7581,ON
2324530c-b7dc-4963-acba-dabfd3949a54,3601,OFF
ced386ea-753e-490f-ad51-7587ca24b70f,92084,ON
d6e884ac-9324-4904-a006-3e173b6fc6ff,23574,OFF
68dc9143-c17c-4780-82d6-0b34f9dfcd22,43675,ON
c84f44be-bdad-46fc-b0a2-d8c7433d3e36,47818,ON
d74951a2-93a0-46fe-8d7b-bfc9870baeb4,52490,ON
bcff41d0-7536-44e3-9cc9-0a9cc26e5049,78856,ON
7f252372-26ea-4532-93d8-3a0391610153,28774,ON
7eef0c05-85ba-48f0-a7c5-41685355522e,11984,OFF
a82bb674-66ba-4dc4-8c72-5cdec90adf8e,68035,ON
d247d241-421b-44d5-9bc4-e49c38f3885b,57661,ON
20e65887-2d6b-4197-87c8-dc4cded07b1f,1924,OFF
978200c6-df11-4bc9-a422-7ca2aca5554d,58035,ON
45bd8587-1d36-4686-8512-3b9bb394f86d,93579,ON
7b78fb9f-278b-4816-af1f-0d4e5d8efde2,22247,ON
e4dc3db1-4121-4326-af83-dfa119087d6f,30204,ON
9b96a65f-6677-4fc9-be3c-87c6f550089d,84597,ON
5b3c1068-cbfd-4ca2-bd06-51f2bdc008f7,16344,ON
099a5c68-8137-4b13-a961-f9bcca62e3ce,35822,ON
a3e8022e-1fe3-4ea0-9e27-47f9b97aad1f,32691,ON
b08e375c-3a6a-420a-9ebe-a7a00867ca1f,70047,ON
40c85d9a-933d-4ced-9a8a-6ba3142e7628,63896,ON
c0e50cb3-df7e-4601-b02e-2d7ca25d1197,37895,ON
7128005a-6fc1-4087-a7fe-6ab402f76c83,40540,ON
d05d16bf-2245-41fe-b911-b7659a20e7e9,31278,ON
8d2f5736-ec74-49a5-a595-677462071009,65676,ON
4133c34f-a2ba-43e0-ba21-f46ce67afa3f,33189,OFF
479e9b76-dad2-4dd6-a23c-e097460e0c87,1916,ON
cb97762e-5a28-449e-8a81-c6fe4bf8fb60,46950,ON
0507a22c-145d-426e-9def-85a1a1753fdd,30880,ON
12933178-435e-4bfb-b4fe-ea6ed3d35a68,47157,ON
d7bc1619-9b38-4d94-b6b0-f48e2b587ad1,81721,ON
a06936b2-50f0-4d4e-a42f-fc606ffa1950,56016,ON
06c1667c-d7c0-4019-986e-1afb12cd74dd,18313,ON
90d1663e-234c-4bc7-8af2-a2d1c7a7996a,55217,ON
a0498e0c-36a0-453d-9723-0259aebf63ba,31964,ON
889a05b5-3a85-4944-86e7-e0516ad665fb,2877,ON
f3aa2455-17e1-4899-893d-34c137960f8e,5585,ON
4e794deb-a217-493f-90b3-51b34dfbaf30,97431,ON
ff683117-c9b7-4382-ba3b-4be803ba2fe0,77899,ON
4d36d202-8e09-4640-8d54-c9af0c566eb1,65245,ON
0946fb93-4155-40fb-84f9-b46944e698d5,51063,ON
e16fc551-7a74-4317-9c68-1b09ca6f27d6,31060,ON
476ab953-1079-4bdc-a86c-5284b4d61e2a,84175,OFF
96fb5c4e-e3b5-4272-9d6c-2bb109a72519,25441,ON
f4a11946-bb06-49ea-bdc1-055852af90ba,43638,ON
289bf114-be6d-498a-9450-f9d9ca4f68b4,18979,ON
1efc0956-8d71-4fc1-8418-8da89214e383,61017,ON
8c5d9984-5386-4843-9a61-c623cb2cc1b1,87097,ON
524659f6-37e3-4c2c-abfd-b4d47ba46d81,33005,ON
183d894a-ca08-4944-8100-a1a77abb8ddc,80589,ON
607a7d70-60d9-4ea6-a670-42f669393695,58658,ON
8afc66e8-a9a9-4cd3-a403-79dea96d061f,51560,ON
93279e5c-7558-4b46-b202-6804780d741f,64672,ON
3db2d37e-1701-4ba1-af05-2de64781e825,34916,ON
e6834c60-e04d-4f79-9993-43aaf53c5a41,73003,ON
83e78e19-d428-4c73-b824-ec2877aba4f7,72870,ON
dcaa7da5-e3c2-4926-b495-0807d00e0150,12622,ON
6c6813f7-fa79-4b79-bc05-17ed41cc50da,31345,ON
c56b0228-e912-44f2-b008-6a34e1d443e2,76777,ON
5a9abdb7-7b5d-42c0-931e-89e8ef0f42fc,13401,ON
84906121-b117-41f1-a337-ff0ce5dfe5da,36948,ON
3a36fbd9-4eba-46cd-8c97-b07f803508b6,20171,ON
307ded23-8f02-4b71-a8d5-2821c87d48fb,2029,ON
2d4fa32a-acb5-4ca0-90ac-063b9b4cdd19,31277,ON
c5a05e14-638e-42bc-9961-1ec6593e068c,66396,ON
beb3ce4d-7bc1-4082-a249-a80367607518,48504,ON
cd4f9a06-be5f-4e6c-a9fb-b98052999248,52507,ON
17c4c07a-a05a-46e6-b61b-fec4b5b3e67d,81734,ON
d07bac3d-7512-4b6d-b83b-14e74784f85b,41643,ON
b6540b5b-ef52-4525-9e5c-28754e71fb9c,9207,ON
dc2379ef-1db4-413d-9426-1fa8f969e6ed,41543,ON
09abb66b-3fcf-4ddc-8a41-e417a9fc09a4,33533,ON
3f39b181-30ee-4146-8ac1-d43aaa6acfe7,10165,ON
59db6742-3266-4e78-8665-729dcef02da4,39966,ON
2a4249c8-0aee-44eb-b303-cbcc684cb81a,4803,ON
353c03cc-9390-487a-8b33-79d6363d8234,14323,ON
551eacc9-adf3-4366-a883-1f79a7681cb3,31748,ON
b6af2018-cff1-4c2f-a2e5-10ef380a5945,78241,ON
15d9745e-811b-4635-ad9b-9393f5ec753f,70218,ON
5fffc954-4d02-4d57-b883-6052e1a17210,74520,ON
2ca0c41c-30f9-48b0-9e9b-569546d0c630,62823,ON
100b9fb0-1330-44e1-b8fc-2572cfe2a23e,92601,ON
79f39c41-62d5-4388-8c7c-16c76eda72b6,74534,ON
41e8ae84-51f5-4fb9-b80e-45272c476cb3,41462,ON
4de1d63a-a7c7-46e4-990f-b77cc387635a,22201,ON
62fe0be2-7822-4f85-8d72-ad836e909154,81254,ON
ee3c6b64-dc51-4c0b-a554-f7d8ae06d052,49225,ON
3caff071-8536-43df-8d10-81d824f070f7,32583,ON
b0063286-fd4f-4b38-a587-97f1cb86aaca,94103,ON
370887f3-05a3-48c2-bb49-fb88c3457b43,27493,ON
eafa1231-875e-4898-9b62-a71d335a30aa,95451,ON
03e81bec-de3a-4c8a-bbeb-b1c188bd7ae8,61549,ON
b574e8ae-091f-4e6e-82d4-2c6afa50db50,14540,ON
9a60c9e3-4b5f-4e7a-ba02-5a24add6ffb8,68428,ON
ab905cf4-2986-48f3-b8d8-e37352f42b51,77831,ON
ce34c1eb-171c-4a87-a10f-4ccdf4d58502,34500,ON
79d06c37-39c1-4faa-8ca3-610f63f3b3df,99682,ON
d18b6046-252b-4ea1-987b-1c10858b60c0,25563,ON
3ec5d874-aa68-4230-9ec0-6c416c98d3bd,71213,ON
2265c5e3-d464-4910-baf2-99f04529febf,37957,ON
043103a3-6065-4d6c-b9bd-61db3406fc38,2558,ON
97569208-d0fe-42f3-a356-1e20b9754a85,71367,ON
bec636eb-caa4-43a8-9cbf-289adce6c80e,92484,ON
f7bfc701-79a6-434a-b6e7-dcc1457934b3,83281,ON
c9f2b3c1-a74c-43cf-ae70-43acbbbc78f3,70868,ON
29b5ea74-ff25-4b99-a683-51443b238e1f,67381,ON
98ca55fd-b9fa-44cb-886e-f7e80d155a31,49080,OFF
2802b54d-d7e8-4511-98a8-0f6381a6f91f,54947,OFF
69759778-576d-4874-8f0b-d297851984d1,89227,ON
3d3d33dd-6b19-4363-b64c-7f263208ac6a,30064,ON
05712666-57a8-479e-91d4-441b6decf96a,66760,ON
6271f3a5-2e4c-40df-b926-133331de82f6,2061,ON
70130b4b-dd2b-4c81-ba02-7f4d38614fc3,24992,ON
294da9e7-f58b-4fd0-abf5-d483feeefb57,87340,ON
f6c4c774-6899-4d3e-bffe-3ce20688c83c,72445,ON
603d51b2-6977-44a5-96a3-33aa1e9a9df4,44992,ON
e2ebe057-32ad-48af-ae9d-a33e542b02f5,20473,ON
eb2a108f-c788-42d7-a9c7-d2ca620411e2,10045,ON
53e2dd85-ccc7-4cd7-b9f3-f56e3efb8566,20919,ON
b6ccc6c6-7ec6-46b4-9c89-31adfc18543d,7694,ON
31744ccc-c305-4d5f-9aa1-1624926a6ee0,7402,ON
a59df672-3c45-4ad6-a861-5d9979fb46dd,38596,ON
fae057ab-0662-4755-bf0d-d716cbebb9f1,85102,OFF
8788988b-4f10-42e0-94e3-8c1b2eb70ca2,12881,ON
8fd1f3b4-e577-45a1-a32b-ae3e8bcacb87,53970,ON
c1595e9d-ff07-4f5e-b27b-ce581fb5190d,35989,ON
20d19f2a-fa6b-4b0e-b87d-d0aa819db1e6,73642,ON
49008ea2-842e-4291-a4c5-a78ae28a8597,92748,ON
cb45ab00-e659-4a4a-ace3-105c0da29416,48141,ON
f43c8279-d733-43f3-ae4c-e78fe0ff8a42,93943,ON
2c957cf1-4255-4d2e-9a1b-5b0ed6785a9b,13183,ON
e0627dd1-057b-4a87-9019-47911a0702c2,49220,ON
8ab392b4-ae76-4f20-83d2-a12b4ca65363,47131,ON
94855b04-52ab-41a1-9103-4a42bc413c4d,75374,ON
6a46c4fe-2d53-41e4-bffe-32774ac86514,54123,ON
8ce9ee81-98c8-4c20-b052-d82d5d73a5ac,35298,ON
41944607-c2aa-4081-9412-d3a9d6898bcc,71829,ON
99643478-deff-4a2c-b5b7-85d8a7e5dc08,63524,ON
d36acdee-f66e-448c-b019-25a4d1d8f804,5137,ON
79ec2491-39e8-4e43-a01a-060e4e211e3f,25680,ON
d6c46300-bb31-4c3d-aae2-59f7de63afea,18750,ON
27ee21d8-a3da-42d4-86c4-3a39669fb81f,16868,ON
0023dec6-97a8-493f-b3c8-a3b379b6b083,68859,ON
b8083172-8dfa-4a46-b03f-3c5f9d1b6980,61714,ON
45657376-dc9c-4845-9761-5da4e660409f,2956,ON
603edb27-ec98-453d-a278-b8232d3c2cdd,32321,ON
7a6ab7f3-dd53-4575-bacd-349c5092349f,81419,OFF
f9284f8d-b0a2-41bb-8db7-37b55b76bcbf,49117,ON
1cefc46f-27eb-4f08-8f24-3c41d9eac46f,96371,ON
1ef88aea-c7bc-4ceb-9772-db95080e9504,6357,ON
fd55d2e2-d2e2-4095-9b40-826e9d183935,96193,OFF
f06ea0f9-f243-47af-8553-ed9935ce7032,88398,ON
6adbd6c4-77be-4f3d-ad69-c48ffc523ba8,72835,ON
0c9f5155-1671-4913-8656-74c465b8e6b5,73179,ON
d51b9891-1e2b-4c8e-90c1-076dc32815a7,72763,OFF
b7ba028f-c23a-4819-bd4a-643a886fd838,68733,ON
89daa7f6-17b8-4a0e-a8e9-d20613f23487,37629,ON
ffb7e9e3-1812-48ba-900c-a339c482742c,22582,ON
8716cd29-50f8-4a02-8368-473497b95eb8,31373,ON
8309e2ec-f840-4e5b-9d9d-100ebf1b1d7c,88487,ON
6282f64c-0518-4cc3-a766-08c9f4329bb8,48544,ON
c07bbd54-f41c-4a9c-aeb2-5ee2acbd44b9,81961,ON
02d05374-6935-41d8-97fb-787af9553384,35742,ON
308ebd4e-901d-40ad-9a30-18ecdc94cf74,2150,ON
ad5cec13-5dac-4fd5-b559-18f81e701dd0,18720,ON
07c8c480-d2ad-4653-b62b-fe5a3b75bdf8,97171,ON
d3bedb69-3126-4722-91e6-75708ed79d1a,10057,ON
323cc091-3897-4063-8308-048b35f5b58c,54978,ON
a9b982a6-05b2-44d6-9a30-520edd7debc1,76399,ON
4242ffb0-e38d-4d16-9c7f-1615a24aa83f,71864,ON
e0f7b21f-cda6-48d0-a36c-7cd331f70a2c,91990,ON
0af61a20-4215-4180-a249-09af92f171c4,6924,ON
f0922f32-916d-4d46-af81-a854f46125e6,56780,OFF
e65721ed-1cd2-4017-9e9e-74b174c83f1a,73325,ON
1055876e-fda4-4c0e-b867-a3f468dd8839,10100,ON
ae6eb2d6-0bc6-41f3-a779-c00ce2f56498,30818,ON
879e57e3-73ee-4a8f-a6b3-7fc339201d2d,45892,ON
64c2e4f3-0d5a-4f1c-8df5-8b23acf18aad,83290,ON
b1965c6d-a213-443c-ad4e-1edb64a6ebbe,52060,ON
5adebbcb-3e6f-4f9f-916c-7243b5b78854,27743,ON
f40203df-cb35-4243-9c2f-33a51b80eb37,90750,ON
000985ce-ff9b-4ccf-a1b4-94c4339b5fa3,94306,ON
e097fe2d-08a7-4414-8699-c5563f296f1f,51338,ON
639ca67c-7ad6-4f5a-900c-2e8a655fdf9f,20178,ON
ae4ac556-4642-4397-9beb-320bd4873a99,19720,ON
fee7edd8-c56a-4f55-8bba-6a249f25a1d7,36431,ON
c5165de4-0156-4547-b6fe-6757cc893bb1,90788,ON
282fd24e-5644-4989-8a34-08e68e967279,38636,ON
d3c1596f-5dbd-4812-b1a9-e8de0623a0d2,57719,ON
1025ccf8-4c12-485d-8c98-1226d58df855,25069,ON
e9af6ef7-d588-4db9-a390-792b3184e0ec,57206,ON
d3e149fb-2064-4b43-aff8-8b642b0e506a,44720,ON
b7b266c4-0768-4f11-bd0d-a2264fc499fc,48683,ON
53102ede-e121-41ab-8921-10fdc3ffda92,54942,ON
7ca0c028-6e39-4ccb-98b4-df06ef565d66,16944,ON
84bd128b-5e20-48a3-9889-c0c2bbc8e61f,48832,ON
8d9b1d35-0a52-4feb-b61b-0586a6c28625,88229,ON
77bd5e53-9db7-42a0-a4b1-5c85285f10c8,65361,ON
b79bb999-55a3-470e-aa8e-f2bb6fbac740,87088,ON
1499191f-bee9-4c33-a5d4-6ff88bc95a28,60068,ON
241984cb-8a0f-4c23-84ea-1fdc247dc87d,17817,ON
6e840098-cfc5-427a-9c01-64399ea159b6,31016,ON
fccb3eff-e1a3-4690-afcf-d2dc5ff05e86,45303,ON
19c2d993-33da-434c-9e17-a13d864d24b6,87410,OFF
30331c70-7a74-46d9-9fd2-71a996f2c3fd,46129,ON
c2581c01-59a6-4528-8053-12e626fbc4d8,12011,ON
005bd06e-8a02-40b5-82d3-316d8605e066,63884,ON
217b87a8-ad88-48a6-88a5-faf1762702eb,18314,ON
