0
{'IdSession': 541323, 'IdPSX': 0, 'IdSubscriber': 98986, 'StartSession': '04/08/2024 09:08:30', 'EndSession': '', 'Duration': 63317, 'UpTx': 5699417166, 'DownTx': 5086938811}
{'IdSession': 19319, 'IdPSX': 1, 'IdSubscriber': 17238, 'StartSession': '08-06-2024 07:27:45', 'EndSession': '08-06-2024 12:41:29', 'Duration': 18824, 'UpTx': 662520665, 'DownTx': 702020849}
{'IdSession': 913823, 'IdPSX': 1, 'IdSubscriber': 17238, 'StartSession': '26-11-2024 09:06:43', 'EndSession': '', 'Duration': 14804, 'UpTx': 566829113, 'DownTx': 781449812}
{'IdSession': 23481, 'IdPSX': 2, 'IdSubscriber': 17238, 'StartSession': '2025-01-25 20:05:03', 'EndSession': '2025-01-26 08:16:41', 'Duration': 43898, 'UpTx': 1963585277, 'DownTx': 9030439316}
{'IdSession': 678809, 'IdPSX': 3, 'IdSubscriber': 17238, 'StartSession': '02/15/2025 05:51:58', 'EndSession': '02/15/2025 12:29:41', 'Duration': 23863, 'UpTx': 209814781, 'DownTx': 730112983}
{'IdSession': 976900, 'IdPSX': 2, 'IdSubscriber': 17238, 'StartSession': '2025-01-10 04:59:56', 'EndSession': '2025-01-11 04:02:56', 'Duration': 82980, 'UpTx': 6064210325, 'DownTx': 1340668505}
{'IdSession': 13256, 'IdPSX': 2, 'IdSubscriber': 42524, 'StartSession': '2025-04-16 05:19:17', 'EndSession': '2025-04-16 14:57:10', 'Duration': 34673, 'UpTx': 6637953543, 'DownTx': 6308154264}
{'IdSession': 714158, 'IdPSX': 3, 'IdSubscriber': 42524, 'StartSession': '11/10/2024 19:20:05', 'EndSession': '11/11/2024 00:34:44', 'Duration': 18879, 'UpTx': 96674287, 'DownTx': 306719072}
{'IdSession': 460935, 'IdPSX': 3, 'IdSubscriber': 42524, 'StartSession': '11/26/2024 10:52:22', 'EndSession': '', 'Duration': 60535, 'UpTx': 687143782, 'DownTx': 576048303}
{'IdSession': 568416, 'IdPSX': 2, 'IdSubscriber': 42524, 'StartSession': '2024-10-28 02:32:44', 'EndSession': '2024-10-28 08:42:08', 'Duration': 22164, 'UpTx': 4832104316, 'DownTx': 4499580294}
{'IdSession': 30943, 'IdPSX': 0, 'IdSubscriber': 42524, 'StartSession': '19/02/2025 04:07:18', 'EndSession': '19/02/2025 07:49:04', 'Duration': 13306, 'UpTx': 982220852, 'DownTx': 9414965278}
{'IdSession': 711894, 'IdPSX': 3, 'IdSubscriber': 43846, 'StartSession': '03/12/2025 13:18:55', 'EndSession': '03/13/2025 12:24:26', 'Duration': 83131, 'UpTx': 271046124, 'DownTx': 88851823}
{'IdSession': 191010, 'IdPSX': 0, 'IdSubscriber': 43846, 'StartSession': '30/11/2024 04:59:32', 'EndSession': '30/11/2024 21:32:33', 'Duration': 59581, 'UpTx': 1509646945, 'DownTx': 4933047913}
{'IdSession': 848212, 'IdPSX': 1, 'IdSubscriber': 43846, 'StartSession': '13-01-2025 05:32:40', 'EndSession': '13-01-2025 15:21:55', 'Duration': 35355, 'UpTx': 517954069, 'DownTx': 201482878}
{'IdSession': 860513, 'IdPSX': 0, 'IdSubscriber': 43846, 'StartSession': '16/04/2025 19:21:51', 'EndSession': '17/04/2025 17:58:40', 'Duration': 81409, 'UpTx': 9259368554, 'DownTx': 2632604868}
{'IdSession': 967402, 'IdPSX': 2, 'IdSubscriber': 43846, 'StartSession': '2025-03-21 09:21:46', 'EndSession': '2025-03-21 15:29:24', 'Duration': 22058, 'UpTx': 9868158697, 'DownTx': 5489403975}
{'IdSession': 613003, 'IdPSX': 1, 'IdSubscriber': 43378, 'StartSession': '01-04-2025 07:16:44', 'EndSession': '01-04-2025 11:18:21', 'Duration': 14497, 'UpTx': 357994844, 'DownTx': 286953839}
{'IdSession': 285772, 'IdPSX': 2, 'IdSubscriber': 43378, 'StartSession': '2024-12-23 14:40:41', 'EndSession': '2024-12-23 19:31:09', 'Duration': 17428, 'UpTx': 5229819557, 'DownTx': 1955281697}
{'IdSession': 235741, 'IdPSX': 3, 'IdSubscriber': 43378, 'StartSession': '06/12/2024 21:21:02', 'EndSession': '06/13/2024 20:47:05', 'Duration': 84363, 'UpTx': 70899464246, 'DownTx': 57458945479}
{'IdSession': 684839, 'IdPSX': 1, 'IdSubscriber': 43378, 'StartSession': '26-10-2024 18:34:20', 'EndSession': '27-10-2024 09:35:38', 'Duration': 54078, 'UpTx': 857515306, 'DownTx': 254946038}
{'IdSession': 263559, 'IdPSX': 3, 'IdSubscriber': 43378, 'StartSession': '02/26/2025 17:29:29', 'EndSession': '', 'Duration': 53737, 'UpTx': 444296127, 'DownTx': 994036014}
{'IdSession': 138544, 'IdPSX': 1, 'IdSubscriber': 58099, 'StartSession': '11-09-2024 18:17:02', 'EndSession': '12-09-2024 13:24:27', 'Duration': 68845, 'UpTx': 189702314, 'DownTx': 42961873}
{'IdSession': 49989, 'IdPSX': 3, 'IdSubscriber': 58099, 'StartSession': '11/04/2024 00:22:50', 'EndSession': '11/04/2024 12:06:38', 'Duration': 42228, 'UpTx': 695069886, 'DownTx': 688820944}
{'IdSession': 606391, 'IdPSX': 3, 'IdSubscriber': 58099, 'StartSession': '06/20/2024 20:21:50', 'EndSession': '06/21/2024 02:55:32', 'Duration': 23622, 'UpTx': 84736912, 'DownTx': 934000082}
{'IdSession': 893152, 'IdPSX': 2, 'IdSubscriber': 58099, 'StartSession': '2024-07-31 13:36:04', 'EndSession': '2024-07-31 18:51:07', 'Duration': 18903, 'UpTx': 2107025661, 'DownTx': 2221585015}
{'IdSession': 852105, 'IdPSX': 3, 'IdSubscriber': 58099, 'StartSession': '07/24/2024 01:05:15', 'EndSession': '07/24/2024 06:55:10', 'Duration': 20995, 'UpTx': 55085993, 'DownTx': 134172957}
{'IdSession': 410628, 'IdPSX': 0, 'IdSubscriber': 26363, 'StartSession': '23/11/2024 21:26:29', 'EndSession': '24/11/2024 08:22:36', 'Duration': 39367, 'UpTx': 4671728936, 'DownTx': 9940898778}
{'IdSession': 961634, 'IdPSX': 2, 'IdSubscriber': 26363, 'StartSession': '2024-05-04 15:55:44', 'EndSession': '2024-05-05 05:15:05', 'Duration': 47961, 'UpTx': 145926205, 'DownTx': 3207639352}
{'IdSession': 534711, 'IdPSX': 3, 'IdSubscriber': 26363, 'StartSession': '04/12/2025 22:57:54', 'EndSession': '04/13/2025 00:04:10', 'Duration': 3976, 'UpTx': 500656413, 'DownTx': 141360831}
{'IdSession': 595420, 'IdPSX': 0, 'IdSubscriber': 26363, 'StartSession': '09/03/2025 22:29:11', 'EndSession': '10/03/2025 07:38:56', 'Duration': 32985, 'UpTx': 9482894501, 'DownTx': 9298733780}
{'IdSession': 474559, 'IdPSX': 1, 'IdSubscriber': 26363, 'StartSession': '22-04-2024 14:45:45', 'EndSession': '23-04-2024 07:53:49', 'Duration': 61684, 'UpTx': 50316582, 'DownTx': 299095420}
{'IdSession': 507378, 'IdPSX': 0, 'IdSubscriber': 80747, 'StartSession': '08/08/2024 13:04:55', 'EndSession': '', 'Duration': 27429, 'UpTx': 589656251670, 'DownTx': 261972147987}
{'IdSession': 310971, 'IdPSX': 1, 'IdSubscriber': 80747, 'StartSession': '03-10-2024 18:25:23', 'EndSession': '04-10-2024 03:12:07', 'Duration': 31604, 'UpTx': 620572655, 'DownTx': 376249656}
{'IdSession': 699690, 'IdPSX': 0, 'IdSubscriber': 80747, 'StartSession': '18/06/2024 06:32:50', 'EndSession': '19/06/2024 05:35:24', 'Duration': 82954, 'UpTx': 4155549045, 'DownTx': 8174904498}
{'IdSession': 521951, 'IdPSX': 1, 'IdSubscriber': 80747, 'StartSession': '13-01-2025 22:27:24', 'EndSession': '14-01-2025 05:16:14', 'Duration': 24530, 'UpTx': 577139108, 'DownTx': 120877639}
{'IdSession': 643957, 'IdPSX': 2, 'IdSubscriber': 80747, 'StartSession': '2025-03-26 01:33:48', 'EndSession': '2025-03-27 01:25:43', 'Duration': 85915, 'UpTx': 5455572732, 'DownTx': 802898956}
{'IdSession': 753162, 'IdPSX': 2, 'IdSubscriber': 57160, 'StartSession': '2025-01-06 07:23:48', 'EndSession': '2025-01-06 15:23:22', 'Duration': 28774, 'UpTx': 2862161413, 'DownTx': 160978286}
{'IdSession': 544301, 'IdPSX': 0, 'IdSubscriber': 57160, 'StartSession': '13/08/2024 02:03:56', 'EndSession': '', 'Duration': 41956, 'UpTx': 4049446234, 'DownTx': 4002086752}
{'IdSession': 186360, 'IdPSX': 2, 'IdSubscriber': 57160, 'StartSession': '2025-01-06 17:42:55', 'EndSession': '2025-01-07 08:36:18', 'Duration': 53603, 'UpTx': 9657051862, 'DownTx': 6421388927}
{'IdSession': 613555, 'IdPSX': 0, 'IdSubscriber': 57160, 'StartSession': '18/05/2024 06:30:11', 'EndSession': '19/05/2024 03:51:54', 'Duration': 76903, 'UpTx': 2577797132, 'DownTx': 8022949196}
{'IdSession': 492456, 'IdPSX': 2, 'IdSubscriber': 57160, 'StartSession': '2024-07-16 11:24:10', 'EndSession': '2024-07-17 07:17:16', 'Duration': 71586, 'UpTx': 6546580604, 'DownTx': 1419682609}
{'IdSession': 126163, 'IdPSX': 1, 'IdSubscriber': 99656, 'StartSession': '14-01-2025 07:01:26', 'EndSession': '15-01-2025 05:26:06', 'Duration': 80680, 'UpTx': 477949496, 'DownTx': 574373198}
{'IdSession': 245041, 'IdPSX': 3, 'IdSubscriber': 99656, 'StartSession': '12/26/2024 16:47:29', 'EndSession': '12/26/2024 22:37:00', 'Duration': 20971, 'UpTx': 260600888, 'DownTx': 511144207}
{'IdSession': 492997, 'IdPSX': 3, 'IdSubscriber': 99656, 'StartSession': '03/12/2025 18:34:03', 'EndSession': '03/13/2025 15:39:03', 'Duration': 75900, 'UpTx': 12649176703, 'DownTx': 68955256873}
{'IdSession': 84418, 'IdPSX': 0, 'IdSubscriber': 99656, 'StartSession': '01/11/2024 11:44:24', 'EndSession': '', 'Duration': 39043, 'UpTx': 6447846859, 'DownTx': 5934899243}
{'IdSession': 475264, 'IdPSX': 2, 'IdSubscriber': 99656, 'StartSession': '2024-08-22 06:27:18', 'EndSession': '2024-08-22 08:55:31', 'Duration': 8893, 'UpTx': 9385567045, 'DownTx': 1502992625}
{'IdSession': 436474, 'IdPSX': 0, 'IdSubscriber': 92499, 'StartSession': '09/10/2024 06:06:27', 'EndSession': '', 'Duration': 39216, 'UpTx': 7728957793, 'DownTx': 3521307288}
{'IdSession': 313728, 'IdPSX': 2, 'IdSubscriber': 92499, 'StartSession': '2025-01-07 21:45:18', 'EndSession': '2025-01-08 02:41:48', 'Duration': 17790, 'UpTx': 4273321285, 'DownTx': 1383227761}
{'IdSession': 610461, 'IdPSX': 0, 'IdSubscriber': 92499, 'StartSession': '04/01/2025 02:21:18', 'EndSession': '04/01/2025 18:35:32', 'Duration': 58454, 'UpTx': 2717457923, 'DownTx': 1438555188}
{'IdSession': 635014, 'IdPSX': 1, 'IdSubscriber': 92499, 'StartSession': '04-05-2024 15:30:27', 'EndSession': '05-05-2024 03:22:12', 'Duration': 42705, 'UpTx': 206221545, 'DownTx': 995485923}
{'IdSession': 984306, 'IdPSX': 2, 'IdSubscriber': 92499, 'StartSession': '2024-07-27 11:24:49', 'EndSession': '2024-07-27 13:10:22', 'Duration': 6333, 'UpTx': 2803941795, 'DownTx': 7233158564}
{'IdSession': 567031, 'IdPSX': 2, 'IdSubscriber': 92499, 'StartSession': '2024-12-09 11:44:07', 'EndSession': '2024-12-09 21:29:27', 'Duration': 35120, 'UpTx': 8255098865, 'DownTx': 669642119}
{'IdSession': 973590, 'IdPSX': 3, 'IdSubscriber': 92499, 'StartSession': '07/14/2024 18:51:29', 'EndSession': '', 'Duration': 60748, 'UpTx': 858577047, 'DownTx': 239404965}
{'IdSession': 720923, 'IdPSX': 3, 'IdSubscriber': 92499, 'StartSession': '01/12/2025 00:11:26', 'EndSession': '01/12/2025 22:20:36', 'Duration': 79750, 'UpTx': 923188807, 'DownTx': 647888359}
{'IdSession': 234305, 'IdPSX': 2, 'IdSubscriber': 92499, 'StartSession': '2024-07-28 03:00:22', 'EndSession': '2024-07-28 22:38:35', 'Duration': 70693, 'UpTx': 7314377191, 'DownTx': 4876753302}
{'IdSession': 599241, 'IdPSX': 0, 'IdSubscriber': 92499, 'StartSession': '20/07/2024 18:39:28', 'EndSession': '21/07/2024 16:18:58', 'Duration': 77970, 'UpTx': 2053349197, 'DownTx': 5077845380}
{'IdSession': 597523, 'IdPSX': 3, 'IdSubscriber': 92499, 'StartSession': '08/03/2024 19:28:38', 'EndSession': '08/04/2024 18:04:32', 'Duration': 81354, 'UpTx': 431813582, 'DownTx': 209124918}
{'IdSession': 690965, 'IdPSX': 3, 'IdSubscriber': 92499, 'StartSession': '09/14/2024 16:10:38', 'EndSession': '', 'Duration': 57179, 'UpTx': 723071058, 'DownTx': 531239182}
{'IdSession': 13692, 'IdPSX': 2, 'IdSubscriber': 92499, 'StartSession': '2024-11-27 12:21:58', 'EndSession': '', 'Duration': 83932, 'UpTx': 3040496536, 'DownTx': 5394007202}
{'IdSession': 865101, 'IdPSX': 1, 'IdSubscriber': 92499, 'StartSession': '07-09-2024 15:13:24', 'EndSession': '', 'Duration': 79384, 'UpTx': 541042176, 'DownTx': 83219512}
{'IdSession': 774927, 'IdPSX': 2, 'IdSubscriber': 92499, 'StartSession': '2024-06-21 20:15:26', 'EndSession': '2024-06-22 04:43:41', 'Duration': 30495, 'UpTx': 9423396474, 'DownTx': 7429949868}
{'IdSession': 829213, 'IdPSX': 0, 'IdSubscriber': 7732, 'StartSession': '07/09/2024 14:36:52', 'EndSession': '', 'Duration': 26742, 'UpTx': 8495895084, 'DownTx': 7225004794}
{'IdSession': 271968, 'IdPSX': 0, 'IdSubscriber': 7732, 'StartSession': '13/10/2024 21:12:28', 'EndSession': '', 'Duration': 32047, 'UpTx': 1830487969, 'DownTx': 9053185177}
{'IdSession': 39070, 'IdPSX': 1, 'IdSubscriber': 7732, 'StartSession': '24-09-2024 06:04:58', 'EndSession': '24-09-2024 10:48:24', 'Duration': 17006, 'UpTx': 769633202, 'DownTx': 216952056}
{'IdSession': 542045, 'IdPSX': 1, 'IdSubscriber': 7732, 'StartSession': '04-11-2024 02:18:12', 'EndSession': '04-11-2024 14:17:38', 'Duration': 43166, 'UpTx': 532079526, 'DownTx': 644311158}
{'IdSession': 466359, 'IdPSX': 0, 'IdSubscriber': 7732, 'StartSession': '19/03/2025 03:25:26', 'EndSession': '19/03/2025 22:47:42', 'Duration': 69736, 'UpTx': 6459182726, 'DownTx': 6588297288}
{'IdSession': 332360, 'IdPSX': 0, 'IdSubscriber': 88940, 'StartSession': '02/05/2024 09:42:38', 'EndSession': '02/05/2024 17:38:28', 'Duration': 28550, 'UpTx': 6820871767, 'DownTx': 5368694163}
{'IdSession': 689189, 'IdPSX': 2, 'IdSubscriber': 88940, 'StartSession': '2025-01-12 04:23:02', 'EndSession': '', 'Duration': 30193, 'UpTx': 5363951919, 'DownTx': 3319193580}
{'IdSession': 549128, 'IdPSX': 2, 'IdSubscriber': 88940, 'StartSession': '2024-07-26 19:32:14', 'EndSession': '2024-07-26 21:20:26', 'Duration': 6492, 'UpTx': 3936627882, 'DownTx': 6334655921}
{'IdSession': 944771, 'IdPSX': 1, 'IdSubscriber': 88940, 'StartSession': '15-09-2024 04:58:58', 'EndSession': '15-09-2024 12:05:30', 'Duration': 25592, 'UpTx': 493107347, 'DownTx': 526002088}
{'IdSession': 743594, 'IdPSX': 2, 'IdSubscriber': 88940, 'StartSession': '2024-08-23 22:12:40', 'EndSession': '', 'Duration': 28696, 'UpTx': 3732976432, 'DownTx': 7093500481}
{'IdSession': 307940, 'IdPSX': 0, 'IdSubscriber': 41743, 'StartSession': '25/05/2024 02:43:01', 'EndSession': '25/05/2024 23:27:36', 'Duration': 74675, 'UpTx': 2212714648, 'DownTx': 6256554031}
{'IdSession': 341029, 'IdPSX': 3, 'IdSubscriber': 41743, 'StartSession': '06/23/2024 20:28:08', 'EndSession': '06/24/2024 15:11:21', 'Duration': 67393, 'UpTx': 89027511, 'DownTx': 261516963}
{'IdSession': 910510, 'IdPSX': 1, 'IdSubscriber': 41743, 'StartSession': '21-01-2025 02:16:00', 'EndSession': '21-01-2025 23:39:28', 'Duration': 77008, 'UpTx': 874214030, 'DownTx': 23115295}
{'IdSession': 575632, 'IdPSX': 3, 'IdSubscriber': 41743, 'StartSession': '08/02/2024 09:16:54', 'EndSession': '08/02/2024 18:08:32', 'Duration': 31898, 'UpTx': 72526199, 'DownTx': 869129131}
{'IdSession': 141703, 'IdPSX': 2, 'IdSubscriber': 41743, 'StartSession': '2025-01-17 16:20:49', 'EndSession': '2025-01-18 06:42:13', 'Duration': 51684, 'UpTx': 6888620970, 'DownTx': 627723385}
{'IdSession': 356668, 'IdPSX': 1, 'IdSubscriber': 62927, 'StartSession': '26-06-2024 02:09:17', 'EndSession': '26-06-2024 17:43:18', 'Duration': 56041, 'UpTx': 98179033, 'DownTx': 120857987}
{'IdSession': 646425, 'IdPSX': 1, 'IdSubscriber': 62927, 'StartSession': '01-08-2024 23:54:09', 'EndSession': '02-08-2024 13:42:47', 'Duration': 49718, 'UpTx': 96223167, 'DownTx': 894120250}
{'IdSession': 661919, 'IdPSX': 1, 'IdSubscriber': 62927, 'StartSession': '08-03-2025 11:56:14', 'EndSession': '09-03-2025 02:15:20', 'Duration': 51546, 'UpTx': 496849136, 'DownTx': 393304523}
{'IdSession': 502156, 'IdPSX': 2, 'IdSubscriber': 62927, 'StartSession': '2024-09-25 08:58:51', 'EndSession': '2024-09-26 03:59:53', 'Duration': 68462, 'UpTx': 1326745417, 'DownTx': 8030572893}
{'IdSession': 120715, 'IdPSX': 2, 'IdSubscriber': 62927, 'StartSession': '2025-02-11 22:33:44', 'EndSession': '2025-02-12 16:07:33', 'Duration': 63229, 'UpTx': 6086372449, 'DownTx': 2391171494}
{'IdSession': 559438, 'IdPSX': 1, 'IdSubscriber': 62927, 'StartSession': '11-11-2024 22:14:09', 'EndSession': '12-11-2024 11:01:14', 'Duration': 46025, 'UpTx': 601137712, 'DownTx': 857587304}
{'IdSession': 99904, 'IdPSX': 2, 'IdSubscriber': 62927, 'StartSession': '2024-04-21 02:30:16', 'EndSession': '', 'Duration': 62240, 'UpTx': 495734104, 'DownTx': 4640446830}
{'IdSession': 139028, 'IdPSX': 1, 'IdSubscriber': 62927, 'StartSession': '25-06-2024 06:21:27', 'EndSession': '25-06-2024 21:39:39', 'Duration': 55092, 'UpTx': 364033107, 'DownTx': 894345836}
{'IdSession': 704183, 'IdPSX': 1, 'IdSubscriber': 62927, 'StartSession': '05-11-2024 08:08:53', 'EndSession': '', 'Duration': 67627, 'UpTx': 808411117, 'DownTx': 262861664}
{'IdSession': 858119, 'IdPSX': 3, 'IdSubscriber': 62927, 'StartSession': '05/24/2024 15:07:09', 'EndSession': '05/25/2024 01:54:58', 'Duration': 38869, 'UpTx': 475889988, 'DownTx': 561162458}
{'IdSession': 43215, 'IdPSX': 3, 'IdSubscriber': 85679, 'StartSession': '07/13/2024 10:24:22', 'EndSession': '07/13/2024 22:05:48', 'Duration': 42086, 'UpTx': 877338690, 'DownTx': 749499110}
{'IdSession': 735190, 'IdPSX': 1, 'IdSubscriber': 85679, 'StartSession': '23-09-2024 04:19:43', 'EndSession': '23-09-2024 15:58:24', 'Duration': 41921, 'UpTx': 369436177, 'DownTx': 31600450}
{'IdSession': 40337, 'IdPSX': 3, 'IdSubscriber': 85679, 'StartSession': '02/01/2025 06:01:23', 'EndSession': '02/02/2025 00:36:21', 'Duration': 66898, 'UpTx': 955441320, 'DownTx': 427957256}
{'IdSession': 288761, 'IdPSX': 0, 'IdSubscriber': 85679, 'StartSession': '15/07/2024 08:36:56', 'EndSession': '16/07/2024 03:54:03', 'Duration': 69427, 'UpTx': 1841138465, 'DownTx': 8697356195}
{'IdSession': 57007, 'IdPSX': 3, 'IdSubscriber': 85679, 'StartSession': '04/19/2024 03:50:49', 'EndSession': '04/19/2024 09:27:44', 'Duration': 20215, 'UpTx': 80920674873, 'DownTx': 77697763512}
{'IdSession': 663162, 'IdPSX': 3, 'IdSubscriber': 43380, 'StartSession': '07/05/2024 19:25:47', 'EndSession': '07/06/2024 04:14:04', 'Duration': 31697, 'UpTx': 57644249, 'DownTx': 220733821}
{'IdSession': 167678, 'IdPSX': 2, 'IdSubscriber': 43380, 'StartSession': '2024-05-20 19:42:59', 'EndSession': '2024-05-21 09:23:01', 'Duration': 49202, 'UpTx': 4969224996, 'DownTx': 8999088315}
{'IdSession': 313699, 'IdPSX': 1, 'IdSubscriber': 43380, 'StartSession': '17-03-2025 13:46:54', 'EndSession': '17-03-2025 22:31:06', 'Duration': 31452, 'UpTx': 494650672, 'DownTx': 793091451}
{'IdSession': 823978, 'IdPSX': 1, 'IdSubscriber': 43380, 'StartSession': '25-04-2024 22:46:39', 'EndSession': '26-04-2024 14:25:42', 'Duration': 56343, 'UpTx': 359044232, 'DownTx': 766322976}
{'IdSession': 543642, 'IdPSX': 1, 'IdSubscriber': 43380, 'StartSession': '29-11-2024 23:04:55', 'EndSession': '30-11-2024 14:29:10', 'Duration': 55455, 'UpTx': 327043758, 'DownTx': 684826604}
{'IdSession': 540066, 'IdPSX': 0, 'IdSubscriber': 43380, 'StartSession': '05/10/2024 04:54:10', 'EndSession': '05/10/2024 17:38:00', 'Duration': 45830, 'UpTx': 859273547, 'DownTx': 6115772859}
{'IdSession': 332329, 'IdPSX': 2, 'IdSubscriber': 43380, 'StartSession': '2024-08-23 09:17:26', 'EndSession': '2024-08-24 07:14:58', 'Duration': 79052, 'UpTx': 4620614397, 'DownTx': 3908052923}
{'IdSession': 638295, 'IdPSX': 2, 'IdSubscriber': 43380, 'StartSession': '2024-07-27 19:12:04', 'EndSession': '2024-07-28 09:37:52', 'Duration': 51948, 'UpTx': 1600079215, 'DownTx': 3168723311}
{'IdSession': 740180, 'IdPSX': 2, 'IdSubscriber': 43380, 'StartSession': '2024-05-03 03:09:04', 'EndSession': '2024-05-03 13:59:46', 'Duration': 39042, 'UpTx': 800011001, 'DownTx': 2562065111}
{'IdSession': 107071, 'IdPSX': 1, 'IdSubscriber': 43380, 'StartSession': '12-11-2024 11:40:10', 'EndSession': '13-11-2024 00:22:23', 'Duration': 45733, 'UpTx': 698533423, 'DownTx': 387498670}
{'IdSession': 658085, 'IdPSX': 3, 'IdSubscriber': 43380, 'StartSession': '08/08/2024 11:28:08', 'EndSession': '08/09/2024 10:43:35', 'Duration': 83727, 'UpTx': 218556980, 'DownTx': 786196162}
{'IdSession': 618491, 'IdPSX': 3, 'IdSubscriber': 43380, 'StartSession': '04/26/2024 04:13:30', 'EndSession': '04/27/2024 03:41:19', 'Duration': 84469, 'UpTx': 356758802, 'DownTx': 222207506}
{'IdSession': 982475, 'IdPSX': 3, 'IdSubscriber': 43380, 'StartSession': '06/14/2024 16:17:33', 'EndSession': '06/15/2024 03:19:40', 'Duration': 39727, 'UpTx': 340792537, 'DownTx': 977749173}
{'IdSession': 937147, 'IdPSX': 0, 'IdSubscriber': 43380, 'StartSession': '04/04/2025 19:28:25', 'EndSession': '04/04/2025 21:10:04', 'Duration': 6099, 'UpTx': 8324133009, 'DownTx': 5646778332}
{'IdSession': 178168, 'IdPSX': 1, 'IdSubscriber': 43380, 'StartSession': '13-04-2025 00:59:41', 'EndSession': '13-04-2025 20:35:55', 'Duration': 70574, 'UpTx': 272187520, 'DownTx': 411529167}
{'IdSession': 215447, 'IdPSX': 1, 'IdSubscriber': 16262, 'StartSession': '21-03-2025 23:03:16', 'EndSession': '22-03-2025 05:21:47', 'Duration': 22711, 'UpTx': 205023288, 'DownTx': 223377491}
{'IdSession': 613918, 'IdPSX': 1, 'IdSubscriber': 16262, 'StartSession': '06-01-2025 06:58:57', 'EndSession': '06-01-2025 23:07:48', 'Duration': 58131, 'UpTx': 372504925, 'DownTx': 388844309}
{'IdSession': 741743, 'IdPSX': 0, 'IdSubscriber': 16262, 'StartSession': '31/03/2025 12:05:05', 'EndSession': '', 'Duration': 79724, 'UpTx': 4810258366, 'DownTx': 1423692323}
{'IdSession': 731064, 'IdPSX': 1, 'IdSubscriber': 16262, 'StartSession': '11-08-2024 15:14:20', 'EndSession': '12-08-2024 00:42:57', 'Duration': 34117, 'UpTx': 430499518, 'DownTx': 616936319}
{'IdSession': 171402, 'IdPSX': 3, 'IdSubscriber': 16262, 'StartSession': '05/04/2024 09:55:41', 'EndSession': '', 'Duration': 58806, 'UpTx': 848573589, 'DownTx': 681068180}
{'IdSession': 635481, 'IdPSX': 0, 'IdSubscriber': 84062, 'StartSession': '04/06/2024 05:21:53', 'EndSession': '04/06/2024 17:25:29', 'Duration': 43416, 'UpTx': 7374956518, 'DownTx': 4237647226}
{'IdSession': 659092, 'IdPSX': 3, 'IdSubscriber': 84062, 'StartSession': '12/24/2024 02:34:21', 'EndSession': '12/24/2024 19:13:25', 'Duration': 59944, 'UpTx': 688197934, 'DownTx': 612141679}
{'IdSession': 151606, 'IdPSX': 0, 'IdSubscriber': 84062, 'StartSession': '15/10/2024 17:14:49', 'EndSession': '16/10/2024 09:02:22', 'Duration': 56853, 'UpTx': 9250350343, 'DownTx': 8041059304}
